,source_id,target_id,pair_id,label,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,feature_19,feature_20,feature_21,feature_22,feature_23,feature_24,feature_25,feature_26,feature_27,feature_28,feature_29,feature_30,feature_31,feature_32,feature_33,feature_34,feature_35,feature_36,feature_37,feature_38,feature_39,feature_40,feature_41,feature_42,feature_43,feature_44,feature_45,feature_46,feature_47,feature_48,feature_49
534,http://www.Department0.University0.edu/Publication26,http://www.ldbc.eu/c5def4c9-3b75-4c38-921e-a7dedc08f724,http://www.Department0.University0.edu/Publication26-http://www.ldbc.eu/c5def4c9-3b75-4c38-921e-a7dedc08f724,True,-0.03649746999144554,-0.021851947531104088,-0.030490417033433914,0.03351682797074318,-0.036161698400974274,-0.07094818353652954,0.09614580124616623,0.06219010800123215,-0.058507904410362244,-0.03648336976766586,-0.033226072788238525,-0.05472724139690399,0.03087892383337021,0.014926621690392494,0.0009533902630209923,0.01042027398943901,0.05141708627343178,0.02795783244073391,-0.04270138591527939,-0.025455083698034286,0.018677130341529846,0.032041750848293304,0.09989798069000244,-0.010519025847315788,0.0187438502907753,-0.02801649644970894,-0.021126732230186462,0.013401681557297707,-0.0421050488948822,-0.023307843133807182,0.007053710520267487,-0.02827935852110386,0.02774195186793804,0.005797799676656723,-0.028058525174856186,-0.02575032226741314,0.050532519817352295,-0.02934688702225685,-0.005747565999627113,-0.02816098928451538,0.07137006521224976,0.004432280547916889,-0.0007413804996758699,0.005923016928136349,0.09877181798219681,-0.013528881594538689,0.03151649981737137,-0.020734265446662903,0.013599827885627747,0.02960851602256298
543,http://www.Department0.University0.edu/Publication129,http://www.ldbc.eu/be235d30-cc86-4bc1-9e50-715ca0dd90ce,http://www.Department0.University0.edu/Publication129-http://www.ldbc.eu/be235d30-cc86-4bc1-9e50-715ca0dd90ce,True,-0.0066083152778446674,-0.0012707952409982681,-0.017094407230615616,0.043623387813568115,-0.020407814532518387,-0.07616104930639267,0.10663759708404541,0.08954929560422897,-0.08553462475538254,-0.011072364635765553,-0.013618750497698784,-0.036137472838163376,-0.01654943637549877,-0.008001954294741154,-0.0067851790226995945,0.03869668021798134,0.08311174809932709,0.035611342638731,-0.0758788138628006,-0.09818851947784424,0.05232201889157295,0.009166059084236622,0.11970709264278412,0.033040083944797516,0.042859435081481934,0.01213916391134262,-0.03542843088507652,0.0013030446134507656,-0.0625028908252716,-0.005635372828692198,0.009946078062057495,-0.05611976608633995,0.028727656230330467,-0.01921176165342331,-0.010521218180656433,0.0009912147652357817,0.0890999585390091,0.001438315026462078,0.023437196388840675,-0.015623186714947224,0.06769771128892899,0.01593107357621193,-0.039366982877254486,-0.0045838323421776295,0.11586771160364151,0.05662398785352707,0.02071954682469368,0.0034015639685094357,0.034787461161613464,0.06832610070705414
989,http://www.Department0.University0.edu/UndergraduateStudent280,http://www.ldbc.eu/d42b6d3f-bdac-4a38-92ae-0e74485c49c5,http://www.Department0.University0.edu/UndergraduateStudent280-http://www.ldbc.eu/d42b6d3f-bdac-4a38-92ae-0e74485c49c5,True,-0.0898522362112999,-0.020735517144203186,-0.06375480443239212,0.03551250323653221,-0.05103291571140289,-0.14512711763381958,0.1829555779695511,0.15893235802650452,-0.15868648886680603,-0.038570135831832886,-0.03376283496618271,-0.07537949085235596,0.05457776039838791,0.007596110925078392,-0.02506885677576065,0.055001720786094666,0.093855120241642,0.06365350633859634,-0.14693507552146912,-0.13521376252174377,0.01021885871887207,0.03233732655644417,0.2146298885345459,0.02813403308391571,0.04388147592544556,0.002424567937850952,-0.021320052444934845,0.023741016164422035,-0.12180827558040619,0.00014886679127812386,-0.001522120088338852,-0.08187645673751831,0.07874049246311188,-0.03368453308939934,-0.017192956060171127,-0.0019607427529990673,0.09631334245204926,0.02604483813047409,0.034334875643253326,0.00783065427094698,0.1458297073841095,-0.003599739633500576,-0.08722519874572754,0.0035283099859952927,0.17510159313678741,0.059890538454055786,0.05262720212340355,-0.05197661370038986,0.035228610038757324,0.09427031874656677
996,http://www.Department0.University0.edu/Publication56,http://www.ldbc.eu/8f4dfedf-a689-47b4-99d3-5c04f0e8466f,http://www.Department0.University0.edu/Publication56-http://www.ldbc.eu/8f4dfedf-a689-47b4-99d3-5c04f0e8466f,True,-0.05418473109602928,0.008203139528632164,-0.035950519144535065,0.03830103576183319,-0.011743763461709023,-0.07520318031311035,0.10209666192531586,0.090952068567276,-0.07470385730266571,-0.02025727368891239,-0.05519780144095421,-0.07758598029613495,-0.007372996769845486,-0.015980150550603867,-0.05848275125026703,0.04569506645202637,0.07983998954296112,0.03910981863737106,-0.07615390419960022,-0.07367265224456787,0.03479428216814995,0.0017622392624616623,0.1471051573753357,-0.004086317494511604,0.050978533923625946,0.003268800675868988,-0.025968827307224274,0.02488517016172409,-0.11059311777353287,0.001888178288936615,0.020749982446432114,-0.04135049879550934,0.03099638596177101,-0.024060454219579697,0.020832866430282593,0.015100019983947277,0.06897235661745071,-0.01014697551727295,0.024399027228355408,0.0041070785373449326,0.08370272815227509,0.023155219852924347,-0.06868064403533936,0.001239156350493431,0.10950426757335663,0.025688795372843742,0.014234071597456932,-0.027078239247202873,0.007970713078975677,0.0669129267334938
997,http://www.Department0.University0.edu/UndergraduateStudent113,http://www.ldbc.eu/db17bddf-dfae-4ed1-9b83-9f2c8834354b,http://www.Department0.University0.edu/UndergraduateStudent113-http://www.ldbc.eu/db17bddf-dfae-4ed1-9b83-9f2c8834354b,True,-0.08488287031650543,0.01975339651107788,-0.05363224446773529,0.010327472351491451,-0.07106082141399384,-0.16516335308551788,0.19334173202514648,0.16925986111164093,-0.2012755125761032,-0.03214915096759796,-0.025830253958702087,-0.08739565312862396,0.004938782192766666,0.028466559946537018,-0.05995525047183037,0.07079293578863144,0.14184658229351044,0.05353599041700363,-0.16643960773944855,-0.17944511771202087,0.019979283213615417,0.01530782412737608,0.27929311990737915,0.050001371651887894,0.0957503691315651,-0.014992326498031616,-0.03420034050941467,0.024025745689868927,-0.12230394780635834,0.0012648506090044975,0.032307181507349014,-0.08684337884187698,0.0819559246301651,-0.06054006516933441,-0.00906050018966198,-0.02641925774514675,0.16562297940254211,-0.0018050093203783035,0.03767376393079758,0.020470192655920982,0.15765780210494995,-0.014928311109542847,-0.04348735511302948,0.025416068732738495,0.22124621272087097,0.06662353128194809,0.0700601264834404,-0.08437865972518921,0.07600486278533936,0.08962631225585938
893,http://www.Department0.University0.edu/Publication168,http://www.ldbc.eu/5e88b57b-0df2-4274-94db-0ce2891451e9,http://www.Department0.University0.edu/Publication168-http://www.ldbc.eu/5e88b57b-0df2-4274-94db-0ce2891451e9,True,-0.04356870427727699,0.008870373480021954,-0.043386317789554596,0.022985383868217468,-0.02558792196214199,-0.12242943048477173,0.1299435794353485,0.07504183053970337,-0.10565392673015594,-0.01008972804993391,-0.028831148520112038,-0.06426750123500824,0.02537749893963337,-0.004026854410767555,-0.05602419376373291,0.05830534175038338,0.09230892360210419,0.046530626714229584,-0.11017759889364243,-0.12086456269025803,0.026160620152950287,0.03423895314335823,0.15697920322418213,0.006428166292607784,0.048280078917741776,-0.015850190073251724,-0.049449436366558075,0.040190186351537704,-0.08554427325725555,-0.0264779981225729,-0.009070274420082569,-0.046908069401979446,0.08004070818424225,-0.007015308365225792,-0.012525183148682117,-0.02074486017227173,0.13232213258743286,0.007771238684654236,-0.01891043409705162,-0.0421135276556015,0.09476080536842346,0.022163089364767075,-0.04589657485485077,0.05327732861042023,0.16121813654899597,0.054401226341724396,0.04218422621488571,-0.017562296241521835,0.06241322681307793,0.09867873042821884
316,http://www.Department0.University0.edu/Publication132,http://www.ldbc.eu/67bd2b72-6978-4c22-9cc9-6de2cf3354cc,http://www.Department0.University0.edu/Publication132-http://www.ldbc.eu/67bd2b72-6978-4c22-9cc9-6de2cf3354cc,True,-0.06495533883571625,0.0011344500817358494,-0.0058019449934363365,0.031726446002721786,-0.00221609091386199,-0.08042950928211212,0.10825394093990326,0.08844805508852005,-0.08553679287433624,0.0009063854813575745,0.0013274578377604485,-0.06425309181213379,-0.0011872779577970505,-0.015005996450781822,-0.019284509122371674,0.06970232725143433,0.07305136322975159,0.0540098175406456,-0.08200588077306747,-0.11041799187660217,0.03359489515423775,0.024861272424459457,0.13512162864208221,0.0433230996131897,0.07632211595773697,0.006126608699560165,-0.032732848078012466,0.02665039151906967,-0.09826807677745819,0.0011715590953826904,0.012895118445158005,-0.04822387546300888,0.08788663148880005,-0.04716992378234863,0.0016530528664588928,0.025151198729872704,0.09202753007411957,0.01045151986181736,0.03371556103229523,0.006324182264506817,0.06455527245998383,-0.005976468790322542,-0.06568913161754608,0.015857404097914696,0.12372302263975143,0.04758211970329285,0.0458260253071785,-0.04939404875040054,0.0658680647611618,0.061320677399635315
731,http://www.Department0.University0.edu/GraduateStudent2,http://www.ldbc.eu/f3517f24-ea5e-4d29-a149-35a10a940006,http://www.Department0.University0.edu/GraduateStudent2-http://www.ldbc.eu/f3517f24-ea5e-4d29-a149-35a10a940006,True,-0.10987330973148346,0.023263538256287575,-0.07543224841356277,0.0659867599606514,-0.07291281223297119,-0.2302590310573578,0.3053611218929291,0.27078521251678467,-0.26574113965034485,-0.08411768823862076,-0.07520987093448639,-0.1376257836818695,0.038777366280555725,0.003912096843123436,-0.06626178324222565,0.12350143492221832,0.1918664574623108,0.07921305298805237,-0.2533280849456787,-0.2523063123226166,0.0784781202673912,0.05970213562250137,0.4019348621368408,0.0686449334025383,0.11888966709375381,0.021397465839982033,-0.0272721778601408,0.07284954935312271,-0.24215354025363922,0.005580496042966843,0.026821378618478775,-0.09442577511072159,0.16947123408317566,-0.0733320564031601,-0.03169646114110947,0.032300736755132675,0.2722678482532501,0.00016058143228292465,0.02325693890452385,-0.020163806155323982,0.2662023901939392,0.02245853655040264,-0.09490959346294403,0.010292232036590576,0.34213489294052124,0.11516764760017395,0.07548107951879501,-0.08852464705705643,0.1296079158782959,0.14306047558784485
802,http://www.College0.University0.edu/woman_student160,http://www.ldbc.eu/e17d1ad9-cd38-4bf8-8612-205c48734f8d,http://www.College0.University0.edu/woman_student160-http://www.ldbc.eu/e17d1ad9-cd38-4bf8-8612-205c48734f8d,True,-0.041353367269039154,0.02307857945561409,-0.07615312933921814,0.015439382754266262,-0.03355264663696289,-0.14964792132377625,0.19764885306358337,0.1406770497560501,-0.16030140221118927,-0.022437330335378647,-0.051497235894203186,-0.04329341650009155,0.021528765559196472,-0.008574675768613815,-0.07077139616012573,0.07164299488067627,0.08146434277296066,0.05069546401500702,-0.12713530659675598,-0.1326543539762497,0.04443776234984398,0.035542502999305725,0.21577149629592896,0.027394182980060577,0.0875912755727768,0.01059446670114994,-0.02726493403315544,0.025995228439569473,-0.10951060801744461,-0.005745492875576019,0.0390341654419899,-0.06532985717058182,0.04659117013216019,-0.04687057435512543,-0.0049853241071105,0.011114643886685371,0.11422992497682571,-0.024284861981868744,0.03620877116918564,-0.04762578010559082,0.15407592058181763,-0.008617290295660496,-0.045751266181468964,0.0031407438218593597,0.19646447896957397,0.06766532361507416,0.07492208480834961,-0.022734645754098892,0.06248373165726662,0.08277714252471924
589,http://www.Department0.University0.edu/Publication216,http://www.ldbc.eu/aa3558bb-0794-4523-a29d-0738995e83c0,http://www.Department0.University0.edu/Publication216-http://www.ldbc.eu/aa3558bb-0794-4523-a29d-0738995e83c0,True,-0.06801128387451172,-0.020170876756310463,-0.02285151742398739,0.011251739226281643,-0.042911283671855927,-0.09391766786575317,0.11738583445549011,0.1222071647644043,-0.12709714472293854,-0.03474137559533119,-0.02489606663584709,-0.04519346356391907,-0.015369475819170475,0.0008497610688209534,-0.04195622354745865,0.06684485077857971,0.0823168233036995,0.04939674586057663,-0.08952610939741135,-0.07034093141555786,0.0610024631023407,0.02774258330464363,0.175702303647995,0.04025161638855934,0.03628712147474289,0.03138417750597,-0.04976283758878708,0.04911547899246216,-0.1252860277891159,0.01871718466281891,0.02568887546658516,-0.04736482352018356,0.06549601256847382,-5.787983536720276e-05,-0.02885018289089203,-0.0004469064879231155,0.1054430603981018,0.0031037544831633568,0.018614724278450012,-0.020237214863300323,0.09245860576629639,-0.02890635095536709,-0.05776438117027283,0.013782557100057602,0.1613808125257492,0.0692748874425888,0.02030850574374199,-0.03179194778203964,0.046754442155361176,0.08897595852613449
