,source_id,target_id,pair_id,label,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,feature_19,feature_20,feature_21,feature_22,feature_23,feature_24,feature_25,feature_26,feature_27,feature_28,feature_29,feature_30,feature_31,feature_32,feature_33,feature_34,feature_35,feature_36,feature_37,feature_38,feature_39
0,http://mouse.owl#MA_0001865,http://human.owl#NCI_C49263,http://mouse.owl#MA_0001865-http://human.owl#NCI_C49263,True,-0.020913558,-0.01461683,-0.0054579135,0.0025970163,-0.0018637553,0.003911446,0.04533585,0.056328215,0.009499691,0.052850563,0.015071968,-0.019461129,0.037502088,0.0068250224,0.07439388,0.008990004,0.007045259,-0.014484713,-0.011884145,-0.012988227,-0.031839926,0.0011539916,0.05261737,-0.022164058,0.02406886,0.027946215,0.019010453,0.021440288,-0.03068692,0.011634994,0.041635737,-0.008472821,0.004542592,-0.04062175,0.017975088,0.004496364,0.062857166,0.0027519357,-0.029033514,-0.016798243
1,http://mouse.owl#MA_0000565,http://human.owl#NCI_C33105,http://mouse.owl#MA_0000565-http://human.owl#NCI_C33105,True,-0.05754583,0.01861504,-0.04093554,0.019350769,0.006584537,-0.0035955317,0.03535285,0.0073018298,-0.008894267,0.019291248,-0.0012205541,-0.011211628,0.044272684,-0.0110119665,0.045065477,-0.021315511,-0.029731661,-0.02834807,-0.016591663,-0.017380703,-0.01575744,-0.013226533,0.059813447,0.018266022,0.008314317,-0.00040233228,-0.010835929,0.031003995,-0.070312135,-0.014009197,0.009453958,-0.00094698276,-0.012264061,-0.016108429,0.024298089,0.028462227,0.065742925,0.009539209,-0.06441964,-0.05031576
2,http://mouse.owl#MA_0000136,http://human.owl#NCI_C12936,http://mouse.owl#MA_0000136-http://human.owl#NCI_C12936,True,-0.102464,0.019865185,-0.0057835337,0.013189818,-0.015755087,-0.011661131,0.00073206564,0.01891677,0.009848975,0.090176165,-0.027336761,-0.017498627,0.027896248,0.0040012607,0.10422857,-0.0029720012,-0.039226398,-0.020344403,-0.05140552,0.057988346,0.011284905,-0.016628293,0.048118096,-0.034848854,0.0044865003,-0.037340816,0.028886419,0.08276648,-0.09131347,-0.033508126,0.04187499,0.011905597,-0.00059926417,-0.031455904,0.023236865,0.051743414,0.14519164,0.018991185,-0.050557606,-0.032977685
3,http://mouse.owl#MA_0001432,http://human.owl#NCI_C32903,http://mouse.owl#MA_0001432-http://human.owl#NCI_C32903,True,-0.03446254,-0.006124344,-0.01652308,0.03917838,-0.011609971,-0.013960448,0.03137831,0.03452766,0.034471128,0.03129545,-0.015590216,-0.029195812,0.010675451,-0.004597357,0.056668498,-0.034883983,0.0055254484,-0.018873194,-0.045272514,0.021952178,-0.043639,0.004734113,0.010687786,-0.011696011,0.013828101,-0.0014083441,0.038606234,0.045362234,-0.04320205,-0.01736552,0.004696052,-0.008050298,0.01753246,-0.030951425,-0.0046265014,0.009368416,0.03210651,0.024068164,-0.002661827,-0.050367415
4,http://mouse.owl#MA_0000174,http://human.owl#NCI_C33052,http://mouse.owl#MA_0000174-http://human.owl#NCI_C33052,True,-0.093111776,0.042818703,-0.00474118,0.021256922,-0.012308106,-0.0028199637,0.019526578,0.057093114,-0.0046258327,0.09228284,-0.020128313,-0.013083784,0.016907725,0.006160316,0.1288339,-0.04701811,-0.009615909,-0.060243543,-0.044353586,0.019126734,-0.019614505,0.04238324,0.061245084,-0.05187364,0.021616653,0.00994911,0.05685345,0.10858859,-0.05450166,-0.05618356,0.053738162,-0.03728891,0.003580437,-0.041657068,-0.0069740945,0.06363854,0.11980428,-0.005414093,-0.02167278,-0.04876985
5,http://mouse.owl#MA_0000087,http://human.owl#NCI_C12670,http://mouse.owl#MA_0000087-http://human.owl#NCI_C12670,True,-0.043402288,-0.00826754,-0.025253963,0.0097264815,0.005461555,-0.010467353,0.020121038,0.01323097,-0.01988927,0.0481316,-0.0008775424,0.0131672695,0.030114263,-0.02928894,0.02647724,-0.0098472005,-0.0074587893,-0.014050936,0.0125082005,0.007144423,-0.02037381,0.016826523,0.010718011,-0.01396817,0.057969276,-0.005589788,0.053997107,0.034413703,-0.059857868,-0.033746015,0.010666247,-0.04391221,-0.022781903,-0.07931354,-0.018239418,0.009501202,0.08240319,-0.018999394,-0.033655375,-0.010755752
6,http://mouse.owl#MA_0002747,http://human.owl#NCI_C32289,http://mouse.owl#MA_0002747-http://human.owl#NCI_C32289,True,-0.013397562,0.038287014,0.010528649,0.024389617,-0.011162713,0.015102815,0.017576383,-0.019237261,0.017494341,0.055910442,-0.022713203,0.014351184,-0.0053896476,-0.008374968,0.015650406,-0.018057719,-0.009557987,-0.025650615,-0.01765449,0.015432073,-0.041849807,0.015654525,0.0028518215,-0.009743767,-0.011040858,0.0145549495,0.02422822,0.037136793,-0.022858474,-0.041284762,0.046555616,-0.03886147,-0.011256932,0.0006214557,0.022413217,0.046795312,0.042637926,0.034287408,-0.075577706,-0.054876294
7,http://mouse.owl#MA_0002218,http://human.owl#NCI_C53050,http://mouse.owl#MA_0002218-http://human.owl#NCI_C53050,True,-0.02698861,0.052994825,-0.01170514,0.06449035,0.00037561543,0.032942206,0.003955442,0.008006724,-0.012278512,0.034747586,-0.00698754,0.008113923,0.0054561766,0.04611829,0.07966971,0.013198212,-0.009284631,-0.02209136,-0.016873373,0.004120186,-0.0018034745,0.014611856,0.004793385,0.0129009355,0.016209034,-0.03342877,0.0004978415,0.07449823,-0.021933049,-0.0070370603,0.030321268,-0.02154261,-0.036517605,-0.0437437,0.008928444,0.02665094,0.06355068,-0.0061641927,-0.05826308,-0.057873785
8,http://mouse.owl#MA_0000086,http://human.owl#NCI_C12729,http://mouse.owl#MA_0000086-http://human.owl#NCI_C12729,True,-0.10985433,0.03305982,-0.036542267,0.060943447,-0.03018917,-0.028748374,0.034707583,0.034754176,0.038540564,0.09723864,-0.033887647,-0.024393104,0.04280193,0.041961238,0.13563338,-0.03720306,-0.026101824,-0.12962554,0.0030453857,0.04808824,-0.04536298,0.014322015,0.047266845,-0.051842883,0.07393834,0.015568403,0.095048375,0.11447176,-0.12906334,-0.020202776,0.053198863,-0.04378148,-0.014657808,-0.111551695,-0.04075316,0.11643995,0.22768924,0.025610946,-0.08192231,-0.06664909
9,http://mouse.owl#MA_0001788,http://human.owl#NCI_C49285,http://mouse.owl#MA_0001788-http://human.owl#NCI_C49285,True,-0.030730812,0.039772905,0.026684761,0.030440887,-0.040566083,-0.004541777,0.018669743,0.0026517436,-0.0062691234,0.0638566,0.016597264,0.004035632,-0.01932699,0.009825412,0.03157698,-0.03811867,0.03368348,-0.018909285,-0.008940001,-0.020375151,-0.014878576,0.0367187,0.02426162,-0.033674173,0.026558254,-0.024621699,-0.014069011,-0.0008587949,-0.0021169633,-1.6655773e-05,-0.02593811,-0.031568646,-0.02075333,-0.0038652997,0.015933966,0.016807057,0.05021199,-0.025080603,-0.043574832,0.01804462
10,http://mouse.owl#MA_0001974,http://human.owl#NCI_C32845,http://mouse.owl#MA_0001974-http://human.owl#NCI_C32845,True,-0.06401704,-0.031913742,-0.01623211,0.047492117,0.03439494,-0.013791949,0.0025522243,0.0018886225,-0.042026017,0.036111556,0.035155017,-0.009291248,-0.035809856,0.01938415,0.05381449,-0.031026637,0.016624894,-0.021315165,-0.037031334,0.031097326,-0.021100987,0.031502515,-0.004725417,-0.014647436,-0.008679486,0.0074877404,-0.011482276,0.053106308,0.014955495,-0.0058423895,0.04543776,-0.004438605,-0.015113758,-0.007845892,-0.0054474045,0.031800047,0.057281993,-0.04243745,-0.015552102,-0.010969657
11,http://mouse.owl#MA_0001167,http://human.owl#NCI_C52816,http://mouse.owl#MA_0001167-http://human.owl#NCI_C52816,True,-0.033317037,0.026466813,-0.028032731,0.0134285465,-0.04016005,0.029282663,0.049973488,0.06345189,-0.029203622,0.0980182,0.0035597677,0.0075728465,0.014806724,0.003486352,0.05594903,-0.03230509,-0.010479497,-0.014030308,-0.02942396,0.026574083,-0.001694147,0.059538625,0.016889669,-0.031023428,0.016483836,-0.0062178457,0.04712873,0.0950896,-0.051471844,-0.025846237,0.056927685,-0.014981147,-0.0025219433,-0.031881645,0.04647454,0.029730013,0.08575862,0.006754623,-0.01654268,-0.042258356
12,http://mouse.owl#MA_0000338,http://human.owl#NCI_C12263,http://mouse.owl#MA_0000338-http://human.owl#NCI_C12263,True,-0.047087345,0.04234085,-0.029178275,0.047521476,0.027002763,0.047067966,0.00638601,0.023299564,0.026784442,0.04269306,-0.005205125,-0.04259348,-0.020860696,-0.040417306,0.08036672,0.002082983,0.013164828,-0.023722196,0.0002304241,0.032209277,-0.034573287,0.016151194,0.018303115,-0.068857275,0.021672498,-0.045531824,0.02387594,0.030358333,-0.031716548,-0.019742534,0.055636544,-0.027624693,0.019629894,-0.05783007,0.0044221245,0.05421727,0.11808585,-0.02225639,-0.059218206,-0.008812074
13,http://mouse.owl#MA_0001091,http://human.owl#NCI_C12714,http://mouse.owl#MA_0001091-http://human.owl#NCI_C12714,True,-0.029821193,-0.0054564737,0.012532794,0.021565925,-0.0070110783,-0.0007041872,0.043967888,0.0050570983,0.020110494,0.064063966,-0.0024097776,0.028953364,0.058427356,0.00811896,0.068799205,0.0069413143,0.037481003,-0.056246065,0.0019830372,0.043205306,-0.055111755,-0.006326449,0.009806739,-0.024780698,0.018157473,0.010662126,0.033969108,0.04728007,-0.0068196133,-0.011598683,0.023414262,-0.041588593,0.00868003,-0.039662406,-0.013692439,0.038452074,0.116320536,0.00879748,-0.015940687,-0.054584607
