,source_id,target_id,pair_id,label,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9
1506,http://www.bbc.co.uk/things/940#id,http://www.bbc.co.uk/things/1057369590#id,http://www.bbc.co.uk/things/940#id-http://www.bbc.co.uk/things/1057369590#id,True,-0.06659117341041565,-0.2783779799938202,-0.039746303111314774,-0.08250176906585693,0.0833750069141388,0.01877841167151928,0.44827449321746826,0.24977383017539978,-0.5204717516899109,-0.003798343241214752
1198,http://www.bbc.co.uk/things/906#id,http://www.bbc.co.uk/things/1958351671#id,http://www.bbc.co.uk/things/906#id-http://www.bbc.co.uk/things/1958351671#id,True,0.11000660806894302,-0.04132906347513199,0.005907189100980759,-0.028210453689098358,0.08448547124862671,0.06839513778686523,0.4743981659412384,0.44535499811172485,-0.6216882467269897,-0.1524733155965805
694,http://www.bbc.co.uk/things/253#id,http://www.bbc.co.uk/things/1564451413#id,http://www.bbc.co.uk/things/253#id-http://www.bbc.co.uk/things/1564451413#id,True,0.1093139573931694,0.026257434859871864,0.15254813432693481,0.01656149886548519,0.061435189098119736,0.16543607413768768,0.5194194316864014,0.2883727252483368,-0.41734305024147034,-0.017755992710590363
1438,http://www.bbc.co.uk/things/893#id,http://www.bbc.co.uk/things/1352617429#id,http://www.bbc.co.uk/things/893#id-http://www.bbc.co.uk/things/1352617429#id,True,0.10319551080465317,-0.17924490571022034,0.1058848425745964,0.04164797067642212,0.1710197627544403,0.12250770628452301,0.542868435382843,0.2595590651035309,-0.4219852089881897,-0.1483335793018341
1188,http://www.bbc.co.uk/things/1609#id,http://www.bbc.co.uk/things/442958330#id,http://www.bbc.co.uk/things/1609#id-http://www.bbc.co.uk/things/442958330#id,True,-0.03762039169669151,-0.19362123310565948,0.03562559559941292,0.05781542882323265,0.0887451171875,0.16951322555541992,0.43863850831985474,0.23973491787910461,-0.3794134557247162,-0.07656563818454742
199,http://www.bbc.co.uk/things/698#id,http://www.bbc.co.uk/things/698#id,http://www.bbc.co.uk/things/698#id-http://www.bbc.co.uk/things/698#id,True,0.13257400691509247,-0.1373041868209839,-0.024186931550502777,0.020000874996185303,0.18002822995185852,0.034696292132139206,0.5145143270492554,0.3533763885498047,-0.466042160987854,-0.08164815604686737
900,http://www.bbc.co.uk/things/369#id,http://www.bbc.co.uk/things/1839231395#id,http://www.bbc.co.uk/things/369#id-http://www.bbc.co.uk/things/1839231395#id,True,0.1260601282119751,-0.22237196564674377,0.1551002562046051,-0.048792123794555664,0.12088271975517273,-0.09016210585832596,0.3754989206790924,0.303019642829895,-0.5515438318252563,-0.12297479808330536
1295,http://www.bbc.co.uk/things/1176#id,http://www.bbc.co.uk/things/1176#id,http://www.bbc.co.uk/things/1176#id-http://www.bbc.co.uk/things/1176#id,True,0.10715104639530182,-0.0820670872926712,0.033018019050359726,-0.18531197309494019,0.1280883550643921,0.09554938971996307,0.5077970623970032,0.24520662426948547,-0.4789010286331177,0.17467202246189117
864,http://www.bbc.co.uk/things/1062#id,http://www.bbc.co.uk/things/973630634#id,http://www.bbc.co.uk/things/1062#id-http://www.bbc.co.uk/things/973630634#id,True,-0.11851423233747482,0.01337471604347229,0.16659590601921082,-0.044801440089941025,0.17913681268692017,-0.010444959625601768,0.48592475056648254,0.29579681158065796,-0.5449219942092896,0.08948870748281479
1201,http://www.bbc.co.uk/things/456#id,http://www.bbc.co.uk/things/2025554364#id,http://www.bbc.co.uk/things/456#id-http://www.bbc.co.uk/things/2025554364#id,True,0.1102081686258316,-0.18535934388637543,0.26937681436538696,-0.1260545551776886,0.05600335821509361,0.13653810322284698,0.3228972554206848,0.34931814670562744,-0.48632147908210754,-0.0881715938448906
