,source_id,target_id,pair_id,label,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,feature_19,feature_20,feature_21,feature_22,feature_23,feature_24,feature_25,feature_26,feature_27,feature_28,feature_29
224,http://www.bbc.co.uk/things/124#id,http://www.bbc.co.uk/things/1262491647#id,http://www.bbc.co.uk/things/124#id-http://www.bbc.co.uk/things/1262491647#id,True,-0.0019699949771165848,-0.08428605645895004,0.22151169180870056,-0.026825692504644394,0.007350782863795757,0.08661646395921707,0.053958870470523834,-0.050477154552936554,-0.1512494683265686,-0.04144863784313202,0.0774741917848587,-0.025085654109716415,0.033747464418411255,-0.10171866416931152,0.03562602028250694,-0.07016532868146896,0.07520700991153717,0.006486963946372271,-0.12214948982000351,0.09206646680831909,0.018670620396733284,0.03963252156972885,-0.03601780906319618,0.08644147962331772,0.029249155893921852,0.11613579839468002,0.02211765944957733,0.12395992875099182,0.07822468876838684,-0.1988205909729004
68,http://www.bbc.co.uk/things/283#id,http://www.bbc.co.uk/things/395651899#id,http://www.bbc.co.uk/things/283#id-http://www.bbc.co.uk/things/395651899#id,True,-0.02436397224664688,-0.07034522294998169,0.15199711918830872,-0.01859266683459282,-0.0006995364092290401,0.04280851408839226,0.07086130976676941,0.01892578974366188,-0.1348109394311905,0.03485263139009476,0.032088205218315125,0.006283333525061607,0.08218446373939514,-0.1205311268568039,0.002949780784547329,-0.005178671330213547,0.11634128540754318,0.03850569948554039,-0.0708041861653328,0.05459977686405182,-0.01401399727910757,0.010193814523518085,-0.055582195520401,0.1255033165216446,0.029496099799871445,0.13732589781284332,0.07663243263959885,0.16738703846931458,0.026518605649471283,-0.21583114564418793
222,http://www.bbc.co.uk/things/115#id,http://www.bbc.co.uk/things/2044088495#id,http://www.bbc.co.uk/things/115#id-http://www.bbc.co.uk/things/2044088495#id,True,-0.04610929638147354,-0.046426113694906235,0.2006431221961975,-0.05001484602689743,0.025716958567500114,0.07252416014671326,0.10070361942052841,-0.05176873505115509,-0.14956919848918915,-0.012093285098671913,0.09000547230243683,-0.03895355015993118,0.019066475331783295,-0.062028124928474426,0.01738806441426277,-0.06177818775177002,0.13126301765441895,0.07466341555118561,-0.11423856765031815,0.04842760041356087,0.06558970361948013,-0.0014852681197226048,-0.05758880823850632,0.12376157939434052,0.08563286066055298,0.08451534807682037,0.019426412880420685,0.11631705611944199,0.02667282521724701,-0.23207902908325195
37,http://www.bbc.co.uk/things/289#id,http://www.bbc.co.uk/things/1186488525#id,http://www.bbc.co.uk/things/289#id-http://www.bbc.co.uk/things/1186488525#id,True,0.017006929963827133,-0.034226175397634506,0.1397777795791626,-0.03681016340851784,0.006414361298084259,0.003767681773751974,0.049426715821027756,0.0005480144172906876,-0.17155900597572327,-0.00835510529577732,0.06980201601982117,-0.04448641836643219,0.059184230864048004,-0.07617492973804474,0.003918768372386694,-0.012033393606543541,0.12875963747501373,0.02344817854464054,-0.09661638736724854,-0.014689727686345577,0.020373141393065453,-0.046842582523822784,-0.04845363646745682,0.04652955383062363,0.029680894687771797,0.12399213016033173,0.053708016872406006,0.11996664106845856,0.023501571267843246,-0.2618204355239868
16,http://www.bbc.co.uk/things/216#id,http://www.bbc.co.uk/things/845140439#id,http://www.bbc.co.uk/things/216#id-http://www.bbc.co.uk/things/845140439#id,True,-0.051381342113018036,-0.03855827450752258,0.1481403112411499,-0.019717689603567123,0.043870195746421814,0.03998934477567673,0.12117786705493927,0.013935769908130169,-0.13419309258460999,-0.013567959889769554,0.11574700474739075,-0.02288593351840973,0.04699355736374855,-0.09275422245264053,-0.029029441997408867,-0.012446612119674683,0.090372234582901,0.058947257697582245,-0.16135677695274353,0.04552466422319412,-0.025289975106716156,-0.023160295560956,-0.037853389978408813,0.0586705282330513,0.10844245553016663,0.08080998808145523,0.019008059054613113,0.12650683522224426,-0.015630392357707024,-0.20022156834602356
119,http://www.bbc.co.uk/things/97#id,http://www.bbc.co.uk/things/485246029#id,http://www.bbc.co.uk/things/97#id-http://www.bbc.co.uk/things/485246029#id,True,-0.10711915045976639,-0.06636198610067368,0.22131291031837463,-0.009664341807365417,-0.011398738250136375,0.07779988646507263,0.14557519555091858,-0.013529565185308456,-0.19254754483699799,-0.03710603341460228,0.14590734243392944,-0.01774752512574196,0.06383555382490158,-0.10258473455905914,0.05565601959824562,-0.12381775677204132,0.12787418067455292,-0.003945202101022005,-0.18111786246299744,0.07065317034721375,0.07683204114437103,-0.0009580459445714951,-0.112049400806427,0.16904284060001373,0.11732041835784912,0.14459963142871857,0.027732346206903458,0.13712266087532043,0.07188250124454498,-0.2519908547401428
268,http://www.bbc.co.uk/things/331#id,http://www.bbc.co.uk/things/331#id,http://www.bbc.co.uk/things/331#id-http://www.bbc.co.uk/things/331#id,True,-0.028936516493558884,-0.07946338504552841,0.14803308248519897,-0.010244594886898994,0.03436335176229477,0.05720598250627518,0.10449060797691345,0.02439330518245697,-0.17104876041412354,-0.04679360240697861,0.09358217567205429,8.314847946166992e-06,0.03691239655017853,-0.12543264031410217,-0.0039112381637096405,-0.05918585881590843,0.13490542769432068,0.03486334905028343,-0.07327495515346527,0.05053546279668808,0.08107715845108032,0.022559337317943573,-0.08246362209320068,0.07584737241268158,0.08476900309324265,0.12778329849243164,0.05315416306257248,0.16763126850128174,0.03686174377799034,-0.1914745569229126
269,http://www.bbc.co.uk/things/106#id,http://www.bbc.co.uk/things/106#id,http://www.bbc.co.uk/things/106#id-http://www.bbc.co.uk/things/106#id,True,-0.04170632362365723,-0.07098044455051422,0.1533930003643036,0.001127718947827816,0.003296082140877843,0.06293009221553802,0.1355372667312622,-0.023523222655057907,-0.19330361485481262,-0.017560472711920738,0.12860339879989624,-0.031304724514484406,0.11766543239355087,-0.10167638212442398,0.00924547016620636,-0.02830653265118599,0.08809558302164078,0.05373005568981171,-0.12569083273410797,0.09626351296901703,0.06469559669494629,0.027787750586867332,-0.06523851305246353,0.08216172456741333,0.10256455838680267,0.14426670968532562,0.07142367213964462,0.15939408540725708,-0.006190989166498184,-0.23584751784801483
67,http://www.bbc.co.uk/things/184#id,http://www.bbc.co.uk/things/502838507#id,http://www.bbc.co.uk/things/184#id-http://www.bbc.co.uk/things/502838507#id,True,-0.013907322660088539,-0.09876373410224915,0.226763516664505,-0.03249797597527504,-0.025119632482528687,0.06316236406564713,0.10950027406215668,-0.020638950169086456,-0.24019749462604523,0.013061825186014175,0.14995256066322327,-0.005765456706285477,0.042966585606336594,-0.06491921097040176,0.05421522259712219,-0.1272822469472885,0.12823715806007385,0.09613029658794403,-0.16039183735847473,0.024769412353634834,0.03847641125321388,-0.009539132006466389,-0.048004865646362305,0.10588753968477249,0.09434007108211517,0.12171776592731476,0.055671319365501404,0.13175462186336517,0.04501614347100258,-0.29134219884872437
101,http://www.bbc.co.uk/things/346#id,http://www.bbc.co.uk/things/974784520#id,http://www.bbc.co.uk/things/346#id-http://www.bbc.co.uk/things/974784520#id,True,-0.058544501662254333,-0.006321901921182871,0.1745588630437851,-0.018249373883008957,0.015988031402230263,0.05036429315805435,0.13178107142448425,-0.014582909643650055,-0.15379807353019714,-0.019757527858018875,0.093512162566185,0.033122528344392776,0.04049551859498024,-0.06437955796718597,0.028499409556388855,-0.05201408267021179,0.06576695293188095,0.10890576243400574,-0.12859061360359192,0.07985027134418488,0.04579544812440872,-0.012892589904367924,-0.05587015673518181,0.07903692126274109,0.0498114675283432,0.13997365534305573,0.0538368746638298,0.10272951424121857,0.007389537990093231,-0.17895011603832245
