,source_id,target_id,pair_id,label,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,feature_19
117,http://data.doremus.org/expression/11a39542-7c92-3aec-bdad-96bb4a6bd28b,http://data.doremus.org/expression/859f3aeb-3dca-3c32-afa8-af70073fd5a7,http://data.doremus.org/expression/11a39542-7c92-3aec-bdad-96bb4a6bd28b-http://data.doremus.org/expression/859f3aeb-3dca-3c32-afa8-af70073fd5a7,True,-0.11315378546714783,0.03421466797590256,0.11630229651927948,0.14926446974277496,-0.05637931451201439,-0.16500140726566315,0.0796956717967987,0.3363020718097687,-0.21966129541397095,0.00242325896397233,0.09623158723115921,-0.054171495139598846,0.08773454278707504,-0.08221594244241714,0.0647275522351265,-0.01983732171356678,0.17229948937892914,0.0019467584788799286,-0.17262688279151917,-0.25890666246414185
225,http://data.doremus.org/expression/2bc49a71-869e-3513-8c14-81ffab055d0f,http://data.doremus.org/expression/35be40b0-fde5-34ff-92eb-e6ede772339f,http://data.doremus.org/expression/2bc49a71-869e-3513-8c14-81ffab055d0f-http://data.doremus.org/expression/35be40b0-fde5-34ff-92eb-e6ede772339f,True,-0.14516231417655945,-0.06187397241592407,0.11161995679140091,0.08540485799312592,-0.1080772876739502,-0.14905862510204315,0.011355336755514145,0.2848409414291382,-0.1817053109407425,-0.016655664891004562,0.12565948069095612,-0.11120861768722534,0.08966745436191559,-0.022193174809217453,0.09759484231472015,0.011747190728783607,0.22250081598758698,-0.10922831296920776,-0.17879711091518402,-0.14802764356136322
150,http://data.doremus.org/expression/68e95d62-570e-386a-9bca-a30cebfdc14a,http://data.doremus.org/expression/62a73195-8eae-36e3-ac64-2cb205570db5,http://data.doremus.org/expression/68e95d62-570e-386a-9bca-a30cebfdc14a-http://data.doremus.org/expression/62a73195-8eae-36e3-ac64-2cb205570db5,True,-0.07213614881038666,0.025954360142350197,0.13113588094711304,0.048840221017599106,-0.057078659534454346,-0.1037336066365242,0.0354410782456398,0.266539067029953,-0.2901579737663269,-0.020301517099142075,0.18271157145500183,-0.07075061649084091,0.07618732750415802,-0.0545746311545372,0.157202810049057,0.058674588799476624,0.23229484260082245,-0.09622849524021149,-0.1529087871313095,-0.17411668598651886
5,http://data.doremus.org/expression/1fe5e42d-ce7b-368e-83a4-90994d68c8c1,http://data.doremus.org/expression/1e6a89ff-b34d-38f7-a415-e90ada3f9298,http://data.doremus.org/expression/1fe5e42d-ce7b-368e-83a4-90994d68c8c1-http://data.doremus.org/expression/1e6a89ff-b34d-38f7-a415-e90ada3f9298,True,-0.05672735720872879,0.008628263138234615,0.1120324581861496,0.0635659471154213,-0.022988565266132355,-0.1145859956741333,0.11922749131917953,0.29781031608581543,-0.19868755340576172,-0.05252639204263687,0.08669053018093109,-0.04571022093296051,0.06273811310529709,-0.09571169316768646,0.10474014282226562,0.02115446701645851,0.11318117380142212,-0.04486355558037758,-0.07991516590118408,-0.1874150037765503
56,http://data.doremus.org/expression/07df9c39-53d0-32e5-a14e-51035a07e246,http://data.doremus.org/expression/71216dd0-2eda-35d6-9ab9-9e18cb91d998,http://data.doremus.org/expression/07df9c39-53d0-32e5-a14e-51035a07e246-http://data.doremus.org/expression/71216dd0-2eda-35d6-9ab9-9e18cb91d998,True,-0.06155024468898773,0.005568882450461388,0.08958370983600616,0.05667638033628464,0.06162581965327263,-0.17023423314094543,0.021309033036231995,0.20218630135059357,-0.1743994951248169,-0.09743816405534744,0.048444151878356934,-0.053264643996953964,0.013875126838684082,-0.07573459297418594,0.0558461993932724,-0.028390340507030487,0.0890604704618454,-0.10323794931173325,-0.07044245302677155,-0.21602313220500946
228,http://data.doremus.org/expression/aa71427b-09e0-31fa-8d77-e0ea296ee063,http://data.doremus.org/expression/14fcd710-2fab-3df6-bdac-d6846fd9b914,http://data.doremus.org/expression/aa71427b-09e0-31fa-8d77-e0ea296ee063-http://data.doremus.org/expression/14fcd710-2fab-3df6-bdac-d6846fd9b914,True,-0.1244860291481018,0.0029141539707779884,0.048660263419151306,0.06846308708190918,-0.02966807596385479,-0.030743639916181564,-0.03485735133290291,0.16991592943668365,-0.10864873230457306,-0.01859995350241661,0.04417191445827484,-0.03746861219406128,-0.02587961219251156,-0.1292838156223297,0.11028367280960083,0.09332632273435593,0.0675496980547905,-0.12481514364480972,-0.12096492946147919,-0.19807398319244385
143,http://data.doremus.org/expression/5678e812-1041-3259-a8bc-fae5e9cc5721,http://data.doremus.org/expression/2e53366a-4359-32fb-9b55-6cbb36b67161,http://data.doremus.org/expression/5678e812-1041-3259-a8bc-fae5e9cc5721-http://data.doremus.org/expression/2e53366a-4359-32fb-9b55-6cbb36b67161,True,-0.05610763281583786,0.05611546337604523,0.09498247504234314,0.007593696005642414,-0.06509343534708023,-0.0901491567492485,0.028965730220079422,0.19973748922348022,-0.219071626663208,-0.07765325158834457,0.0982571691274643,-0.10291968286037445,0.002474546432495117,-0.08096881210803986,0.07955498993396759,-0.057937875390052795,0.2755422294139862,-0.07386729121208191,-0.08764538168907166,-0.1299595683813095
96,http://data.doremus.org/expression/af797ee7-4409-3b2b-b558-cad210d62c3a,http://data.doremus.org/expression/82329170-54e8-3118-bae7-00432ec0e120,http://data.doremus.org/expression/af797ee7-4409-3b2b-b558-cad210d62c3a-http://data.doremus.org/expression/82329170-54e8-3118-bae7-00432ec0e120,True,-0.10822506248950958,-0.06159939989447594,0.11230046302080154,0.042465321719646454,0.008652545511722565,-0.11483045667409897,0.0020150886848568916,0.2532064914703369,-0.2172977328300476,-0.044394202530384064,0.05611676722764969,-0.029784491285681725,0.008120127022266388,-0.0041527096182107925,0.12539082765579224,-0.019996287301182747,0.18687769770622253,-0.14827898144721985,-0.17400312423706055,-0.20251262187957764
65,http://data.doremus.org/expression/707aa24a-7b37-3624-9cc1-2d7cfd203571,http://data.doremus.org/expression/10695d6c-b511-317e-b960-618075a05af9,http://data.doremus.org/expression/707aa24a-7b37-3624-9cc1-2d7cfd203571-http://data.doremus.org/expression/10695d6c-b511-317e-b960-618075a05af9,True,-0.06855233758687973,-0.08149285614490509,0.19995588064193726,0.15542632341384888,0.03506399691104889,-0.13548561930656433,0.059717223048210144,0.2717956304550171,-0.23450572788715363,-0.05149626359343529,0.06629662215709686,-0.09753353893756866,-0.021713845431804657,-0.06993160396814346,0.1896609216928482,0.029657218605279922,0.12274795770645142,-0.012113937176764011,-0.1698354184627533,-0.13186655938625336
175,http://data.doremus.org/expression/51606c26-1544-3081-b1dc-9fe5a0278190,http://data.doremus.org/expression/6f9c4f48-3925-370a-8599-4ece14578148,http://data.doremus.org/expression/51606c26-1544-3081-b1dc-9fe5a0278190-http://data.doremus.org/expression/6f9c4f48-3925-370a-8599-4ece14578148,True,-0.05527506023645401,-0.026189293712377548,0.12396231293678284,0.05378022789955139,-0.040161244571208954,-0.12104498594999313,0.07794371247291565,0.2482989877462387,-0.24799704551696777,-0.05175851285457611,0.17130659520626068,-0.05053938552737236,-0.019327891990542412,-0.11840908229351044,0.15037208795547485,-0.02312937006354332,0.2118251919746399,-0.057749610394239426,-0.18181516230106354,-0.2866012752056122
