,source_id,target_id,pair_id,label,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9
0,http://mouse.owl#MA_0002037,http://human.owl#NCI_C52740,http://mouse.owl#MA_0002037-http://human.owl#NCI_C52740,True,0.13176381587982178,0.02216704934835434,0.08504827320575714,-0.025265583768486977,-0.13024067878723145,-0.11106136441230774,0.0008777296170592308,0.030054941773414612,-0.17268000543117523,-0.006446566432714462
1,http://mouse.owl#MA_0002685,http://human.owl#NCI_C32663,http://mouse.owl#MA_0002685-http://human.owl#NCI_C32663,True,-0.1679648458957672,0.07227573543787003,0.13162536919116974,-0.19154539704322815,0.009466119110584259,-0.09419460594654083,-0.05554477870464325,0.1342584788799286,-0.18020889163017273,-0.057077065110206604
2,http://mouse.owl#MA_0002145,http://human.owl#NCI_C32847,http://mouse.owl#MA_0002145-http://human.owl#NCI_C32847,True,0.029607050120830536,0.017543850466609,-0.07645095884799957,0.035387180745601654,0.09821023046970367,0.10119886696338654,0.030924569815397263,0.15801949799060822,-0.2586838901042938,-0.006556544452905655
3,http://mouse.owl#MA_0002517,http://human.owl#NCI_C33255,http://mouse.owl#MA_0002517-http://human.owl#NCI_C33255,True,0.03077741153538227,-0.014674273319542408,-0.06040051206946373,0.037820786237716675,0.12925225496292114,-0.14539693295955658,0.07151445746421814,0.1982773244380951,-0.16086864471435547,-0.042619675397872925
4,http://mouse.owl#MA_0001863,http://human.owl#NCI_C49306,http://mouse.owl#MA_0001863-http://human.owl#NCI_C49306,True,0.053284965455532074,0.01810363680124283,-0.05103070288896561,-0.05722647160291672,0.21941298246383667,0.02679893746972084,0.15671387314796448,0.1927332878112793,-0.1478181630373001,0.03367077186703682
5,http://mouse.owl#MA_0001938,http://human.owl#NCI_C52851,http://mouse.owl#MA_0001938-http://human.owl#NCI_C52851,True,-0.008685696870088577,0.05553891509771347,-0.10355400294065475,-0.09945898503065109,0.12058869749307632,-0.15425732731819153,-0.1542799025774002,0.0643855407834053,-0.18278340995311737,0.12345089018344879
6,http://mouse.owl#MA_0001469,http://human.owl#NCI_C12766,http://mouse.owl#MA_0001469-http://human.owl#NCI_C12766,True,-0.028231855481863022,0.15311908721923828,-0.01100189983844757,-0.05761921405792236,-0.03896888345479965,-0.11663792282342911,-0.010286591947078705,0.10149324685335159,-0.09568381309509277,-0.01650768518447876
7,http://mouse.owl#MA_0002069,http://human.owl#NCI_C12839,http://mouse.owl#MA_0002069-http://human.owl#NCI_C12839,True,0.1090429350733757,0.09011831134557724,-0.10596547275781631,0.11432896554470062,-0.07961580157279968,-0.0075146472081542015,0.18499255180358887,0.008762884885072708,-0.010909544304013252,0.06679573655128479
8,http://mouse.owl#MA_0002303,http://human.owl#NCI_C52701,http://mouse.owl#MA_0002303-http://human.owl#NCI_C52701,True,0.09249283373355865,-0.10861706733703613,0.04517166316509247,0.0014939960092306137,0.055208005011081696,-0.0758003368973732,0.05327862501144409,0.08152006566524506,-0.12342185527086258,-0.12470996379852295
9,http://mouse.owl#MA_0000995,http://human.owl#NCI_C49141,http://mouse.owl#MA_0000995-http://human.owl#NCI_C49141,True,0.04064305126667023,0.12581311166286469,-0.11155340075492859,-0.039078641682863235,0.10454054176807404,-0.04627583175897598,0.09749138355255127,0.1432156264781952,-0.09171974658966064,0.0030226781964302063
10,http://mouse.owl#MA_0000124,http://human.owl#NCI_C12272,http://mouse.owl#MA_0000124-http://human.owl#NCI_C12272,True,0.06469475477933884,0.1792289763689041,-0.1470966339111328,0.05139435827732086,-0.05319739878177643,0.1450122445821762,-0.04550573229789734,0.2728235423564911,-0.10934315621852875,-0.22101181745529175
11,http://mouse.owl#MA_0002392,http://human.owl#NCI_C33750,http://mouse.owl#MA_0002392-http://human.owl#NCI_C33750,True,-0.06351998448371887,0.013958163559436798,0.12796944379806519,-0.04436398670077324,0.06381109356880188,0.10457634925842285,-0.034145765006542206,-0.0034083127975463867,-0.18699204921722412,0.10385898500680923
12,http://mouse.owl#MA_0000778,http://human.owl#NCI_C32534,http://mouse.owl#MA_0000778-http://human.owl#NCI_C32534,True,0.151041641831398,-0.07333049178123474,-0.0383886843919754,0.02660384401679039,-0.09815636277198792,-0.008077256381511688,-0.021863818168640137,0.07949744164943695,-0.1758216917514801,0.06775455176830292
13,http://mouse.owl#MA_0002503,http://human.owl#NCI_C12692,http://mouse.owl#MA_0002503-http://human.owl#NCI_C12692,True,0.0391201488673687,0.10650043189525604,0.0208444744348526,-0.0661812499165535,-0.005585625767707825,-0.1194147989153862,-0.006408989429473877,0.0855533629655838,-0.30454128980636597,0.021014925092458725
14,http://mouse.owl#MA_0001269,http://human.owl#NCI_C32315,http://mouse.owl#MA_0001269-http://human.owl#NCI_C32315,True,0.08376508951187134,0.08689255267381668,0.14777523279190063,-0.15717773139476776,0.06734725087881088,-0.13571615517139435,-0.05335390567779541,0.16216528415679932,-0.10772697627544403,0.029284048825502396
15,http://mouse.owl#MA_0002021,http://human.owl#NCI_C33337,http://mouse.owl#MA_0002021-http://human.owl#NCI_C33337,True,0.04583919793367386,0.20670950412750244,0.004995099268853664,0.009354379028081894,0.2075549066066742,-0.1600448191165924,0.021242737770080566,0.050695836544036865,-0.072884202003479,-0.08064170926809311
16,http://mouse.owl#MA_0002347,http://human.owl#NCI_C33191,http://mouse.owl#MA_0002347-http://human.owl#NCI_C33191,True,0.09086722135543823,0.014104895293712616,-0.019711261615157127,-0.06649508327245712,0.03909749537706375,-0.15765810012817383,-0.04765726625919342,0.07362475991249084,0.04088713973760605,-0.046937357634305954
17,http://mouse.owl#MA_0001288,http://human.owl#NCI_C32463,http://mouse.owl#MA_0001288-http://human.owl#NCI_C32463,True,0.03670167922973633,0.13831713795661926,-0.05622672289609909,0.07645981013774872,0.08067436516284943,0.025569308549165726,0.03300924599170685,0.08257198333740234,-0.13994839787483215,0.10334806144237518
18,http://mouse.owl#MA_0002616,http://human.owl#NCI_C33459,http://mouse.owl#MA_0002616-http://human.owl#NCI_C33459,True,0.12103413790464401,0.10928106307983398,-0.11556124687194824,0.08402999490499496,0.028879359364509583,-0.04781203716993332,0.1278744339942932,0.295696884393692,-0.3295854330062866,-0.18832634389400482
19,http://mouse.owl#MA_0001745,http://human.owl#NCI_C49295,http://mouse.owl#MA_0001745-http://human.owl#NCI_C49295,True,-0.02254348434507847,0.1318388283252716,-0.013438437134027481,-0.015259608626365662,0.0018481817096471786,-0.19899514317512512,0.031902097165584564,-0.009174734354019165,-0.24901938438415527,-0.05501275509595871
20,http://mouse.owl#MA_0002464,http://human.owl#NCI_C52559,http://mouse.owl#MA_0002464-http://human.owl#NCI_C52559,True,0.021521013230085373,0.11565911769866943,-0.008356750011444092,0.05989837646484375,0.012961751781404018,-0.02965369075536728,0.0610472708940506,0.10488206148147583,-0.23430190980434418,0.11954560875892639
