,source_id,target_id,pair_id,label,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9
0,http://mouse.owl#MA_0000438,http://human.owl#NCI_C12284,http://mouse.owl#MA_0000438-http://human.owl#NCI_C12284,True,-0.0014668722,0.11200675,-0.068033665,0.066124275,-0.056262266,-0.076593064,0.100564726,0.11555556,-0.2442395,0.060296558
1,http://mouse.owl#MA_0002381,http://human.owl#NCI_C53038,http://mouse.owl#MA_0002381-http://human.owl#NCI_C53038,True,-0.07515506,0.083406664,0.026984759,-0.070969135,-0.015320934,0.009553824,0.14783742,0.007690981,-0.080747426,-0.05204149
2,http://mouse.owl#MA_0002412,http://human.owl#NCI_C12231,http://mouse.owl#MA_0002412-http://human.owl#NCI_C12231,True,0.14873806,-0.013726649,0.0005159676,0.072613254,-0.11901757,-0.06806547,0.26030743,0.051696666,-0.21009876,-0.06467928
3,http://mouse.owl#MA_0002393,http://human.owl#NCI_C53178,http://mouse.owl#MA_0002393-http://human.owl#NCI_C53178,True,-0.118774295,0.08232609,0.01454331,0.06580938,0.0071014306,-0.012405567,-0.024157587,0.0656909,-0.09834245,-0.1293416
4,http://mouse.owl#MA_0000374,http://human.owl#NCI_C12887,http://mouse.owl#MA_0000374-http://human.owl#NCI_C12887,True,0.10026476,0.204386,0.18204361,0.026364218,-0.1183195,0.048061647,0.07323226,0.21983781,-0.35769898,-0.016569817
5,http://mouse.owl#MA_0002515,http://human.owl#NCI_C32875,http://mouse.owl#MA_0002515-http://human.owl#NCI_C32875,True,-0.029268868,-0.04411731,0.1336784,0.04617631,-0.02479516,-0.08128552,0.027734451,0.116789475,-0.26441088,0.029948413
6,http://mouse.owl#MA_0000138,http://human.owl#NCI_C33038,http://mouse.owl#MA_0000138-http://human.owl#NCI_C33038,True,0.12464879,-0.02027879,-0.0392648,0.089402586,0.21722504,-0.13415554,0.08872296,0.35619766,-0.38388097,-0.17325461
7,http://mouse.owl#MA_0002101,http://human.owl#NCI_C53043,http://mouse.owl#MA_0002101-http://human.owl#NCI_C53043,True,-0.07561761,0.07203644,0.02176566,0.117477156,-0.008444622,-0.1722042,0.017614745,0.048033386,-0.14711411,-0.08105562
8,http://mouse.owl#MA_0001343,http://human.owl#NCI_C12860,http://mouse.owl#MA_0001343-http://human.owl#NCI_C12860,True,0.120996445,0.0053413548,0.12757383,0.07636613,-0.034123167,-0.008079443,0.042283468,0.105879575,-0.17696106,-0.12542889
9,http://mouse.owl#MA_0001546,http://human.owl#NCI_C32929,http://mouse.owl#MA_0001546-http://human.owl#NCI_C32929,True,0.028204847,0.06612626,-0.06310146,-0.0050184373,-0.034936637,-0.07521947,0.15033159,-0.07818633,-0.15937884,-0.08482674
10,http://mouse.owl#MA_0002478,http://human.owl#NCI_C12999,http://mouse.owl#MA_0002478-http://human.owl#NCI_C12999,True,-0.06780008,0.20537141,0.044331387,-0.042803697,0.009620121,-0.04879806,0.13242824,0.12241563,-0.31916416,-0.04349103
11,http://mouse.owl#MA_0002221,http://human.owl#NCI_C12794,http://mouse.owl#MA_0002221-http://human.owl#NCI_C12794,True,0.075320765,0.074656494,-0.008809118,0.12531683,0.10353579,-0.072743446,0.04092559,0.05325709,-0.14998811,0.16083768
12,http://mouse.owl#MA_0000190,http://human.owl#NCI_C32452,http://mouse.owl#MA_0000190-http://human.owl#NCI_C32452,True,-0.055483334,0.113395184,-0.14084971,0.09752587,0.17010376,-0.1788544,0.053142603,0.052059934,-0.33982715,-0.09330999
13,http://mouse.owl#MA_0000775,http://human.owl#NCI_C33250,http://mouse.owl#MA_0000775-http://human.owl#NCI_C33250,True,0.028213508,0.034058325,-0.06918872,0.027125109,-0.040405307,0.0057305098,0.09003489,-0.06338248,-0.22506839,-0.03616503
14,http://mouse.owl#MA_0001694,http://human.owl#NCI_C48939,http://mouse.owl#MA_0001694-http://human.owl#NCI_C48939,True,0.06577474,0.15986629,0.15076652,0.077971354,0.11721792,-0.061583642,-0.043470964,0.045260493,-0.28416252,-0.061963893
15,http://mouse.owl#MA_0000090,http://human.owl#NCI_C12805,http://mouse.owl#MA_0000090-http://human.owl#NCI_C12805,True,0.07935394,0.11487724,0.017864428,-0.04251719,0.21229559,-0.11301303,-0.0053708404,0.10475135,-0.31694883,-0.08619125
16,http://mouse.owl#MA_0001707,http://human.owl#NCI_C33244,http://mouse.owl#MA_0001707-http://human.owl#NCI_C33244,True,0.08246985,-0.10584595,0.041090243,-0.043023974,-0.10394602,-0.2089188,-0.008595929,0.12180373,-0.19442098,-0.16713214
17,http://mouse.owl#MA_0000057,http://human.owl#NCI_C32235,http://mouse.owl#MA_0000057-http://human.owl#NCI_C32235,True,0.065304324,-0.009252738,0.012714673,0.013238162,0.0035343468,-0.021753639,-0.015623625,-0.06327573,-0.20608452,-0.13671875
18,http://mouse.owl#MA_0002567,http://human.owl#NCI_C12461,http://mouse.owl#MA_0002567-http://human.owl#NCI_C12461,True,0.013477689,-0.015194896,0.020627853,0.060736734,0.053809196,0.023924623,-0.015075058,0.14840773,-0.072043195,-0.009976938
19,http://mouse.owl#MA_0000122,http://human.owl#NCI_C12269,http://mouse.owl#MA_0000122-http://human.owl#NCI_C12269,True,0.05761589,0.09823462,-0.14635581,0.15855378,0.094510436,-0.10402751,0.080934316,0.08196904,-0.06595732,0.036525782
20,http://mouse.owl#MA_0001310,http://human.owl#NCI_C32652,http://mouse.owl#MA_0001310-http://human.owl#NCI_C32652,True,-0.02417067,-0.10064525,0.1020242,-0.048468787,0.039834987,0.0964912,0.1774658,0.012428895,-0.1750238,-0.030193646
21,http://mouse.owl#MA_0000777,http://human.owl#NCI_C33791,http://mouse.owl#MA_0000777-http://human.owl#NCI_C33791,True,-0.043055266,0.089988194,-0.01873611,-0.077556655,0.071710266,-0.10334604,0.00041817874,0.10583336,0.012423967,0.026748143
22,http://mouse.owl#MA_0000065,http://human.owl#NCI_C32212,http://mouse.owl#MA_0000065-http://human.owl#NCI_C32212,True,-0.06953256,0.11775926,0.0073912404,-0.012826478,0.05614596,0.08372612,0.19498543,0.11615379,-0.19450614,0.15568137
23,http://mouse.owl#MA_0001854,http://human.owl#NCI_C49302,http://mouse.owl#MA_0001854-http://human.owl#NCI_C49302,True,-0.009790234,-0.06569183,-0.08345495,0.09531279,0.016262671,-0.07076258,0.10829513,0.08823591,-0.20324379,-0.08567399
24,http://mouse.owl#MA_0001279,http://human.owl#NCI_C32790,http://mouse.owl#MA_0001279-http://human.owl#NCI_C32790,True,0.16120808,0.061102957,-0.028614003,-0.08881526,0.027882874,0.077393524,0.07268927,0.113093786,-0.14580528,-0.012464814
25,http://mouse.owl#MA_0000454,http://human.owl#NCI_C52834,http://mouse.owl#MA_0000454-http://human.owl#NCI_C52834,True,0.18627402,0.14092791,-0.034891624,0.07392964,-0.005384814,-0.02218555,0.06059937,0.27889568,-0.16006665,0.0019510388
26,http://mouse.owl#MA_0000961,http://human.owl#NCI_C32309,http://mouse.owl#MA_0000961-http://human.owl#NCI_C32309,True,0.05582237,0.0651896,-0.06020605,-0.020865738,0.0502098,-0.15212804,0.22635573,0.11778832,-0.21736321,-0.0059211696
27,http://mouse.owl#MA_0001282,http://human.owl#NCI_C33694,http://mouse.owl#MA_0001282-http://human.owl#NCI_C33694,True,-0.07036774,0.03150409,0.00905499,-0.03889243,0.17501026,0.048440218,-0.052898534,0.20443437,-0.15465207,0.06570284
28,http://mouse.owl#MA_0001508,http://human.owl#NCI_C49575,http://mouse.owl#MA_0001508-http://human.owl#NCI_C49575,True,0.09693018,0.14982155,0.13317777,-0.039439447,0.0069490154,-0.14025447,0.18862133,0.30438018,-0.33476704,-0.1341738
