,source_id,target_id,pair_id,label,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,feature_19,feature_20,feature_21,feature_22,feature_23,feature_24,feature_25,feature_26,feature_27,feature_28,feature_29,feature_30,feature_31,feature_32,feature_33,feature_34,feature_35,feature_36,feature_37,feature_38,feature_39,feature_40,feature_41,feature_42,feature_43,feature_44,feature_45,feature_46,feature_47,feature_48,feature_49
0,http://data.doremus.org/expression/91cd8584-0bfe-3aa7-96f8-5efd58a2c4a0,http://data.doremus.org/expression/2155beea-80c3-37db-8ed0-42924c85431d,http://data.doremus.org/expression/91cd8584-0bfe-3aa7-96f8-5efd58a2c4a0-http://data.doremus.org/expression/2155beea-80c3-37db-8ed0-42924c85431d,True,-0.036240652203559875,0.0368313193321228,-0.0030493978410959244,0.013989970088005066,-0.04283604025840759,-0.0722162052989006,0.08322152495384216,0.128090500831604,-0.0695497989654541,-0.027126599103212357,-0.07127144187688828,-0.07418380677700043,0.07812391966581345,0.018404778093099594,0.010354066267609596,0.07090308517217636,0.09034852683544159,0.03903154283761978,-0.10774853825569153,-0.1221335232257843,0.044440556317567825,0.09752165526151657,0.1542714536190033,-0.020795222371816635,0.07846645265817642,0.05587354674935341,-0.019524458795785904,0.017728423699736595,-0.06665804982185364,0.013096843846142292,-0.020798999816179276,-0.05432043597102165,0.132052943110466,-0.018314724788069725,-0.06854204833507538,0.0578574612736702,0.0751459002494812,-0.034174758940935135,0.002086065709590912,0.016496358439326286,0.07452456653118134,0.05493588745594025,-0.018817977979779243,0.020910726860165596,0.12055172771215439,0.01239590160548687,-0.013518992811441422,-0.026543769985437393,0.07501217722892761,0.08395802229642868
1,http://data.doremus.org/expression/ede2ce69-3873-34ae-be6c-aa0d261ec2a5,http://data.doremus.org/expression/c5548a52-1da2-348d-9eb0-311293232d05,http://data.doremus.org/expression/ede2ce69-3873-34ae-be6c-aa0d261ec2a5-http://data.doremus.org/expression/c5548a52-1da2-348d-9eb0-311293232d05,True,-0.028126757591962814,0.02271885797381401,0.025324834510684013,0.02460852637887001,-0.06533956527709961,-0.0797276645898819,0.08537020534276962,0.11066193878650665,-0.10426343977451324,-0.04437181353569031,-0.04189229756593704,-0.0989614725112915,0.0423571839928627,0.031029734760522842,0.013179125264286995,0.0986335352063179,0.09588098526000977,0.06404687464237213,-0.11118520796298981,-0.13657498359680176,0.05984077602624893,0.11561921238899231,0.16263805329799652,-0.03983892872929573,0.08272364735603333,0.08098933845758438,-0.036065053194761276,0.0523906908929348,-0.042705245316028595,0.0007728822529315948,-0.002365970052778721,-0.024341905489563942,0.10552884638309479,-0.01546118501573801,-0.053262390196323395,0.020000239834189415,0.0878090187907219,-0.031715277582407,0.0023462455719709396,-0.021135039627552032,0.08047962933778763,0.03908074274659157,-0.039441030472517014,0.02404584363102913,0.12921230494976044,-0.0006103483028709888,-0.017283301800489426,-0.06408841907978058,0.08832979202270508,0.13034778833389282
2,http://data.doremus.org/expression/cedd10d8-974f-3328-a36f-2a7fb336c683,http://data.doremus.org/expression/7fec4ac2-55f6-3e2d-ba2a-2674c63a2356,http://data.doremus.org/expression/cedd10d8-974f-3328-a36f-2a7fb336c683-http://data.doremus.org/expression/7fec4ac2-55f6-3e2d-ba2a-2674c63a2356,True,-0.06709925830364227,0.04359038546681404,0.010655674152076244,0.053419895470142365,-0.030847683548927307,-0.10533788055181503,0.09555332362651825,0.1464497298002243,-0.10755506157875061,-0.08435135334730148,-0.05398868769407272,-0.1399925947189331,0.05950450152158737,0.013454701751470566,0.016333285719156265,0.10803352296352386,0.1036875918507576,0.03656672686338425,-0.12553128600120544,-0.17045336961746216,-0.00334601616486907,0.12670645117759705,0.14842168986797333,-0.06438521295785904,0.09567184746265411,0.11237284541130066,-0.07916507124900818,0.025862501934170723,-0.054201819002628326,0.004291126504540443,-0.008916656486690044,-0.029911715537309647,0.12052147835493088,-0.02333301305770874,-0.11195436120033264,0.07578505575656891,0.0956818163394928,-0.04411255195736885,0.03801286965608597,-0.043407805263996124,0.10910394042730331,0.05212277173995972,-0.03348758444190025,0.012569617480039597,0.16838358342647552,-0.004696954973042011,-0.049209512770175934,-0.03206726908683777,0.06901461631059647,0.12685541808605194
3,http://data.doremus.org/expression/d3048b29-701c-384a-af18-b0b387cea366,http://data.doremus.org/expression/5168281c-9982-329d-af2f-120d96d6b6cc,http://data.doremus.org/expression/d3048b29-701c-384a-af18-b0b387cea366-http://data.doremus.org/expression/5168281c-9982-329d-af2f-120d96d6b6cc,True,-0.0634608119726181,0.0355105921626091,0.01933594048023224,0.008043548092246056,-0.045543015003204346,-0.09216611087322235,0.0870828926563263,0.08687765151262283,-0.0879797637462616,-0.06409840285778046,-0.037377458065748215,-0.08045095950365067,0.05514761433005333,0.0039975084364414215,-0.011462191119790077,0.06144337356090546,0.11878093332052231,0.0720776915550232,-0.12092918157577515,-0.16817745566368103,0.029432324692606926,0.10696999728679657,0.16237357258796692,-0.01918005757033825,0.05449620261788368,0.08463527262210846,-0.012294543907046318,-0.00020835490431636572,-0.05692732334136963,0.021149691194295883,0.013031677342951298,-0.06560993194580078,0.08328614383935928,-0.014544937759637833,-0.05181747302412987,0.04372314363718033,0.08684752881526947,-0.04178478941321373,-0.0004720129072666168,-0.009568908251821995,0.05493782460689545,0.03937757760286331,-0.0005167284980416298,0.04274553805589676,0.1189243495464325,-0.0037746985908597708,-0.04135449230670929,-0.036986928433179855,0.050079215317964554,0.09641259908676147
4,http://data.doremus.org/expression/3be0f3fd-2239-3f38-ac0c-7efd0328abc8,http://data.doremus.org/expression/138cc4d0-8a67-341c-b572-98f2912abb85,http://data.doremus.org/expression/3be0f3fd-2239-3f38-ac0c-7efd0328abc8-http://data.doremus.org/expression/138cc4d0-8a67-341c-b572-98f2912abb85,True,-0.024625804275274277,-0.004673208110034466,0.00801188126206398,0.05769696831703186,-0.050969917327165604,-0.06051734462380409,0.061089888215065,0.07179182767868042,-0.09043319523334503,-0.04696078225970268,-0.044548943638801575,-0.0572458915412426,0.04002491384744644,0.00874665379524231,-0.01083117164671421,0.03891026973724365,0.06667891889810562,0.04741616174578667,-0.08227034658193588,-0.13784025609493256,0.04385301470756531,0.09186750650405884,0.08431864529848099,-0.043383579701185226,0.0654776394367218,0.07643063366413116,-0.031925082206726074,0.01763274148106575,-0.05578881502151489,0.011208168230950832,-0.011602943763136864,-0.04377608001232147,0.060135617852211,-0.024675732478499413,-0.09728293865919113,0.04534013569355011,0.0645848736166954,-0.03308669850230217,0.03059551678597927,-0.0023312396369874477,0.08631710708141327,0.03843191638588905,-0.020758042111992836,0.0185391902923584,0.07376541197299957,-0.010995747521519661,0.005125155206769705,-0.017457418143749237,0.07399050146341324,0.09523449838161469
5,http://data.doremus.org/expression/aee1b40f-87ea-33ef-8059-fcf851376c13,http://data.doremus.org/expression/96ba15fb-8696-3978-bd9c-318faddfb43d,http://data.doremus.org/expression/aee1b40f-87ea-33ef-8059-fcf851376c13-http://data.doremus.org/expression/96ba15fb-8696-3978-bd9c-318faddfb43d,True,-0.05251116305589676,0.04556451737880707,0.024046503007411957,0.03619906306266785,-0.04240955412387848,-0.07991662621498108,0.12913186848163605,0.145950585603714,-0.10427982360124588,-0.036554209887981415,-0.09042269736528397,-0.11477090418338776,0.08706063032150269,0.03008752129971981,-0.02719908207654953,0.08405634760856628,0.1307038515806198,0.029788995161652565,-0.12531471252441406,-0.18089362978935242,0.025578603148460388,0.09502749145030975,0.13884587585926056,-0.050595056265592575,0.11103598028421402,0.07420089840888977,-0.036135345697402954,-0.00047309789806604385,-0.09287559986114502,0.011063920333981514,-0.011754017323255539,-0.04075509309768677,0.12501029670238495,-0.018902309238910675,-0.13914602994918823,0.06619340926408768,0.10017699748277664,-0.03372257575392723,0.036849699914455414,-0.01524005550891161,0.11552326381206512,0.03648470342159271,-0.0133445356041193,0.04255778342485428,0.15999233722686768,-0.017117919400334358,-0.045909278094768524,-0.06665746867656708,0.08703112602233887,0.14451874792575836
6,http://data.doremus.org/expression/e9991bee-c4ea-3e8b-892e-7032952abab2,http://data.doremus.org/expression/f5eab1c2-cf24-322e-9bfc-8d8dd60308d2,http://data.doremus.org/expression/e9991bee-c4ea-3e8b-892e-7032952abab2-http://data.doremus.org/expression/f5eab1c2-cf24-322e-9bfc-8d8dd60308d2,True,-0.05157768726348877,0.029769234359264374,-0.00580138573423028,0.004631758667528629,-0.022012168541550636,-0.07104606181383133,0.10196635872125626,0.14359846711158752,-0.103116974234581,-0.05639541894197464,-0.050255049020051956,-0.11898715794086456,0.07780400663614273,0.05854848772287369,-0.02099580690264702,0.1194431334733963,0.12211836874485016,0.06011064350605011,-0.1198653131723404,-0.13312937319278717,0.04370511695742607,0.11905953288078308,0.15290236473083496,-0.06973075121641159,0.10752411186695099,0.08720660209655762,-0.01928914152085781,0.026060502976179123,-0.06310255825519562,0.0163920558989048,-0.024875635281205177,-0.04837922379374504,0.09886884689331055,-0.023306570947170258,-0.1026688739657402,0.05538436770439148,0.08079876005649567,-0.018207034096121788,0.03852315619587898,-0.005987151525914669,0.11175622791051865,0.01995350793004036,-0.028891444206237793,0.012267300859093666,0.11586371064186096,-0.02410895563662052,-0.03007126972079277,-0.03643679618835449,0.04974206164479256,0.13255809247493744
7,http://data.doremus.org/expression/9a207ae7-d7e9-3f16-9b65-3f964118372c,http://data.doremus.org/expression/782ad7d5-82ff-35ea-ad7d-fa9ba2f78e33,http://data.doremus.org/expression/9a207ae7-d7e9-3f16-9b65-3f964118372c-http://data.doremus.org/expression/782ad7d5-82ff-35ea-ad7d-fa9ba2f78e33,True,-0.03984956815838814,0.001233050599694252,-0.0019418038427829742,0.001367347314953804,-0.01653825119137764,-0.0577583871781826,0.0887080729007721,0.11470402777194977,-0.10105054080486298,-0.05936947092413902,-0.019025400280952454,-0.11102548241615295,0.04045451432466507,0.045028071850538254,0.01176314428448677,0.06818374991416931,0.08686463534832001,0.035755183547735214,-0.09991682320833206,-0.10249166935682297,0.02348490245640278,0.09218181669712067,0.11907115578651428,-0.03315721079707146,0.06474143266677856,0.08241185545921326,-0.037095408886671066,0.00011074496433138847,-0.047403253614902496,0.019794989377260208,-0.01894233748316765,-0.031890299171209335,0.0577281154692173,0.005142885260283947,-0.08583323657512665,0.048047296702861786,0.08263207972049713,-0.029926035553216934,0.013518732972443104,-0.005301994271576405,0.08964638411998749,0.007257778197526932,-0.02779933623969555,0.01997353509068489,0.09134125709533691,-0.020967459306120872,-0.04258573800325394,-0.05015740543603897,0.049300339072942734,0.07943084836006165
8,http://data.doremus.org/expression/95d42c6d-649e-3177-8bc6-8132f9793191,http://data.doremus.org/expression/a0817a8c-acd3-3d2e-8cbb-21cc0b312c73,http://data.doremus.org/expression/95d42c6d-649e-3177-8bc6-8132f9793191-http://data.doremus.org/expression/a0817a8c-acd3-3d2e-8cbb-21cc0b312c73,True,-0.050501979887485504,0.04664824903011322,0.029420871287584305,0.06862225383520126,-0.02731926739215851,-0.07954692840576172,0.08846214413642883,0.11407632380723953,-0.1081397756934166,-0.06168818473815918,-0.026317641139030457,-0.09825840592384338,0.08505943417549133,0.0015709474682807922,-0.02677532285451889,0.09121637046337128,0.09110845625400543,0.04474474489688873,-0.09281378984451294,-0.125667005777359,0.018161224201321602,0.11433542519807816,0.13069619238376617,-0.06701682507991791,0.12200061976909637,0.10385638475418091,-0.03546521067619324,0.02701508067548275,-0.07495416700839996,-0.005746819078922272,-0.015500178560614586,-0.05449742078781128,0.06144941225647926,0.009476354345679283,-0.10666139423847198,0.05650874227285385,0.08020366728305817,-0.04702185094356537,0.013749456033110619,-0.023944683372974396,0.08398223668336868,0.02576223388314247,-0.0522468164563179,0.037453364580869675,0.15289519727230072,-0.0069744773209095,-0.008163534104824066,-0.07866343855857849,0.06199339032173157,0.0925479531288147
9,http://data.doremus.org/expression/0c71a8de-8db5-3057-8283-3be6ac2cac3d,http://data.doremus.org/expression/102de0a4-a4a1-34d5-9bd7-e10f0eea122c,http://data.doremus.org/expression/0c71a8de-8db5-3057-8283-3be6ac2cac3d-http://data.doremus.org/expression/102de0a4-a4a1-34d5-9bd7-e10f0eea122c,True,-0.05815441161394119,0.03487025573849678,0.007157350890338421,0.018917398527264595,-0.05961350351572037,-0.0825718343257904,0.08202393352985382,0.16800940036773682,-0.10746519267559052,-0.055953800678253174,-0.046842169016599655,-0.14958098530769348,0.08815255761146545,0.03854980319738388,0.0003984812065027654,0.0826423317193985,0.1262541562318802,0.08900772035121918,-0.13638579845428467,-0.1609605848789215,0.07038089632987976,0.11619136482477188,0.18370118737220764,-0.0342145673930645,0.07021630555391312,0.1066080629825592,-0.0070464713498950005,0.003970403224229813,-0.07718867808580399,0.017249928787350655,-0.04348542541265488,-0.050095368176698685,0.13538599014282227,-0.028400756418704987,-0.13655304908752441,0.055909413844347,0.09961789101362228,-0.07179032266139984,-0.009712296538054943,-0.025124147534370422,0.10743364691734314,0.021129872649908066,-0.004423683974891901,0.038272272795438766,0.14158618450164795,0.005281578283756971,-0.03438635170459747,-0.04931790754199028,0.0562160462141037,0.11694720387458801
