,source_id,target_id,pair_id,label,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,feature_19,feature_20,feature_21,feature_22,feature_23,feature_24,feature_25,feature_26,feature_27,feature_28,feature_29,feature_30,feature_31,feature_32,feature_33,feature_34,feature_35,feature_36,feature_37,feature_38,feature_39
0,http://www.Department0.University0.edu/Publication78,http://www.ldbc.eu/5d8444ef-d5e6-439a-b7f2-43b3511598f7,http://www.Department0.University0.edu/Publication78-http://www.ldbc.eu/5d8444ef-d5e6-439a-b7f2-43b3511598f7,True,-0.06675661355257034,0.029500728473067284,0.05511368438601494,0.04123013839125633,-0.011345811188220978,-0.0007503023371100426,0.01590142212808132,0.0800800770521164,-0.05136467143893242,0.10417373478412628,0.0502907894551754,-0.08811275660991669,0.034485477954149246,-0.02155955322086811,0.13010437786579132,0.051715169101953506,0.03342881426215172,-0.015318566001951694,-0.0014347583055496216,-0.046645455062389374,-0.025244981050491333,-0.009432394988834858,0.05687107890844345,0.04641111195087433,-0.019776662811636925,-0.013989909552037716,0.0065400255843997,0.1432790756225586,-0.058940641582012177,-0.003372729755938053,0.08288679271936417,-0.05080386996269226,0.03457168489694595,-0.04145568236708641,-0.0068997228518128395,0.07949385046958923,0.18809247016906738,-0.045885540544986725,-0.11391575634479523,-0.14553302526474
1,http://www.Department0.University0.edu/GraduateCourse5,http://www.ldbc.eu/010dbb79-3ef6-4728-b193-dc68b05d5bc9,http://www.Department0.University0.edu/GraduateCourse5-http://www.ldbc.eu/010dbb79-3ef6-4728-b193-dc68b05d5bc9,True,-0.054967641830444336,0.06775813549757004,0.02451794035732746,0.045232124626636505,0.033270131796598434,0.04362843185663223,0.019289428368210793,0.0715266540646553,-0.07583577930927277,0.08937032520771027,0.0414036363363266,-0.07963003218173981,0.03605331480503082,-0.06380579620599747,0.07106262445449829,0.046193353831768036,-0.003139485837891698,-0.01565726101398468,-0.0008989493362605572,-0.08274585008621216,-0.03373974189162254,-0.0070993127301335335,0.09587249159812927,0.01682574860751629,-0.028269745409488678,-0.023337118327617645,0.047639235854148865,0.1984790414571762,-0.10858306288719177,-0.03402839973568916,0.10834374278783798,-0.09254759550094604,0.06077665835618973,-0.04236472770571709,0.04439922794699669,0.10373988747596741,0.20909985899925232,-0.08507034927606583,-0.1069815531373024,-0.11147812753915787
2,http://www.Department0.University0.edu/GraduateStudent27,http://www.ldbc.eu/6add569b-7e52-4b36-bf24-2bcbdf277370,http://www.Department0.University0.edu/GraduateStudent27-http://www.ldbc.eu/6add569b-7e52-4b36-bf24-2bcbdf277370,True,-0.16559915244579315,0.0952116996049881,0.12164781987667084,0.13989011943340302,0.009322529658675194,0.04404853284358978,0.018641559407114983,0.14786574244499207,-0.07872684299945831,0.22906818985939026,0.1087447926402092,-0.10964186489582062,0.06939347088336945,-0.015367472544312477,0.24413686990737915,0.11175286024808884,0.06274092197418213,-0.027069300413131714,0.005775682162493467,-0.15734104812145233,-0.06207793205976486,-0.022274896502494812,0.15350525081157684,0.002476803492754698,-0.03534134104847908,-0.04540710896253586,0.08779928088188171,0.30369430780410767,-0.21181140840053558,-0.0392744317650795,0.1698964536190033,-0.14215272665023804,0.03739810734987259,-0.08053582906723022,-0.012203244492411613,0.179249107837677,0.5063493847846985,-0.1529858559370041,-0.2770918607711792,-0.2688053250312805
3,http://www.Department0.University0.edu/ResearchGroup6,http://www.ldbc.eu/9df9e092-5ce7-43b3-bcba-771db9182aae,http://www.Department0.University0.edu/ResearchGroup6-http://www.ldbc.eu/9df9e092-5ce7-43b3-bcba-771db9182aae,True,-0.026011032983660698,0.022836824879050255,-0.024601291865110397,0.01874702051281929,-0.026528505608439445,0.010215622372925282,0.019597351551055908,0.013621891848742962,-0.025518164038658142,0.03867606818675995,0.03550030291080475,-0.024860020726919174,0.033838510513305664,-0.015928439795970917,0.055733367800712585,0.013162108138203621,0.005410769954323769,-0.03963581472635269,0.0010422039777040482,-0.05956477299332619,3.8768164813518524e-05,0.007177881896495819,-0.0024261046200990677,-0.008691830560564995,-0.0017721401527523994,0.005458598490804434,-0.01141846738755703,0.04116753861308098,-0.033490728586912155,-0.009968245401978493,0.0259435772895813,-0.03045022301375866,0.014764297753572464,-0.02051893249154091,0.025555601343512535,0.011324791237711906,0.08875209093093872,-0.02489650808274746,-0.029591260477900505,-0.056828439235687256
4,http://www.Department0.University0.edu/GraduateStudent28,http://www.ldbc.eu/dfcfa234-beb3-4a13-8395-aef153b466a7,http://www.Department0.University0.edu/GraduateStudent28-http://www.ldbc.eu/dfcfa234-beb3-4a13-8395-aef153b466a7,True,-0.16568218171596527,0.10099142044782639,0.11431798338890076,0.19089418649673462,-0.048003531992435455,0.04112504795193672,0.032945457845926285,0.2156839370727539,-0.07984733581542969,0.20776250958442688,0.11554449796676636,-0.12544745206832886,0.07362785935401917,-0.07748667150735855,0.2517668604850769,0.13313373923301697,0.04525526985526085,-0.0027562533505260944,0.006743138190358877,-0.13583798706531525,-0.038460396230220795,-0.0018459502607584,0.1456829309463501,0.0324263870716095,0.0033342577517032623,-0.05317797139286995,0.11116715520620346,0.3854821026325226,-0.21549001336097717,-0.07148133218288422,0.2358797937631607,-0.12048528343439102,0.09616364538669586,-0.10454054176807404,-0.0009708106517791748,0.2177625298500061,0.5274311900138855,-0.14233343303203583,-0.24001586437225342,-0.2687756419181824
5,http://www.Department0.University0.edu/GraduateCourse42,http://www.ldbc.eu/4f3ed9d7-a1ff-49b6-8f16-a3a62b7b835b,http://www.Department0.University0.edu/GraduateCourse42-http://www.ldbc.eu/4f3ed9d7-a1ff-49b6-8f16-a3a62b7b835b,True,-0.09951987862586975,0.03245702013373375,0.051623277366161346,0.10084758698940277,-0.007563956081867218,0.01782713085412979,0.06523395329713821,0.12800073623657227,-0.09405772387981415,0.08028993755578995,0.046564336866140366,-0.027965480461716652,0.05688052624464035,-0.038996487855911255,0.10054875910282135,0.06405431032180786,0.04429071396589279,-0.030669381842017174,-0.0002618888393044472,-0.09445251524448395,-0.023541880771517754,-0.05462179705500603,0.094798244535923,-0.005949879065155983,-0.05441205948591232,-0.0004118364304304123,0.06768401712179184,0.2074730098247528,-0.13956381380558014,0.004964645020663738,0.10722553730010986,-0.07724841684103012,0.03782224655151367,-0.04204016551375389,-0.013217829167842865,0.10024254024028778,0.2750129997730255,-0.0942869782447815,-0.12397289276123047,-0.1373598575592041
6,http://www.College0.University0.edu/woman_student15,http://www.ldbc.eu/6f012718-27d8-4b49-b8e3-6bb0cd1e32b9,http://www.College0.University0.edu/woman_student15-http://www.ldbc.eu/6f012718-27d8-4b49-b8e3-6bb0cd1e32b9,True,-0.046301014721393585,0.030755646526813507,0.037381403148174286,0.02976924553513527,-0.011751474812626839,0.0457172617316246,0.0002023773267865181,0.03372802585363388,-0.07320630550384521,0.07185427099466324,0.0644741952419281,-0.06252177059650421,0.005447983741760254,-0.067632295191288,0.04021236672997475,0.02553751692175865,0.03553220257163048,-0.021143939346075058,0.0006224513053894043,-0.05566267669200897,-0.019245080649852753,-0.044226642698049545,0.06524933874607086,-0.03314444422721863,-0.006606981623917818,-0.04210644215345383,0.02077515423297882,0.13020893931388855,-0.05812092870473862,-0.0485127829015255,0.06527381390333176,-0.057215072214603424,0.025811949744820595,-0.03857458382844925,-0.023473825305700302,0.07883752882480621,0.18289369344711304,-0.057962071150541306,-0.06802813708782196,-0.09306441247463226
7,http://www.Department0.University0.edu/GraduateCourse7,http://www.ldbc.eu/45e17e25-0af4-43fd-8d34-2382a1a00be7,http://www.Department0.University0.edu/GraduateCourse7-http://www.ldbc.eu/45e17e25-0af4-43fd-8d34-2382a1a00be7,True,-0.12574419379234314,0.020820561796426773,0.02040780708193779,0.07777281105518341,0.014547699131071568,0.03621416538953781,0.025693248957395554,0.06571485847234726,-0.0810035839676857,0.08784235268831253,0.07129025459289551,-0.008773280307650566,0.018556449562311172,-0.07342642545700073,0.10077552497386932,0.08891722559928894,0.03258288651704788,-0.004304971545934677,-0.022946469485759735,-0.09255456924438477,-0.029679784551262856,-0.021890860050916672,0.07641371339559555,0.050059206783771515,-0.002362161874771118,0.01101712416857481,-0.0036843977868556976,0.17204180359840393,-0.11524099111557007,0.004206860437989235,0.09506353735923767,-0.06399044394493103,0.053790777921676636,-0.020411405712366104,-0.0021215323358774185,0.07953513413667679,0.2856229841709137,-0.11771539598703384,-0.11766212433576584,-0.1165085881948471
8,http://www.Department0.University0.edu/UndergraduateStudent136,http://www.ldbc.eu/81843054-d463-4225-8e57-bd2075f88dd2,http://www.Department0.University0.edu/UndergraduateStudent136-http://www.ldbc.eu/81843054-d463-4225-8e57-bd2075f88dd2,True,-0.11800751090049744,0.008026535622775555,0.029128165915608406,0.10985458642244339,-0.016919119283556938,0.05387122929096222,0.0197389367967844,0.06112155318260193,-0.025683648884296417,0.0877862274646759,0.04382528364658356,-0.048525385558605194,0.05093969404697418,-0.01683623716235161,0.09422485530376434,0.05720946192741394,-0.005718663800507784,-0.03513902425765991,0.027645377442240715,-0.06971362233161926,-0.008147692307829857,-0.00441800057888031,0.07409145683050156,-0.013727214187383652,0.014035003259778023,0.0035811359994113445,0.026709554716944695,0.22787174582481384,-0.1487923413515091,-0.018473632633686066,0.10726694762706757,-0.05858343094587326,0.026277855038642883,-0.02785247191786766,-0.035968128591775894,0.10396513342857361,0.24400989711284637,-0.06737656891345978,-0.08353868126869202,-0.12747351825237274
9,http://www.College0.University0.edu/woman_student32,http://www.ldbc.eu/013cabbe-c793-415c-a510-92ecd9fd00ed,http://www.College0.University0.edu/woman_student32-http://www.ldbc.eu/013cabbe-c793-415c-a510-92ecd9fd00ed,True,-0.14668259024620056,0.07242709398269653,0.10454022884368896,0.14275486767292023,-0.018714919686317444,0.016804710030555725,0.01828232780098915,0.16797864437103271,-0.11712031066417694,0.1943884789943695,0.12206368148326874,-0.12794946134090424,0.028728004544973373,-0.06529609858989716,0.18006408214569092,0.07431891560554504,0.03412357345223427,-0.018196359276771545,0.01603451743721962,-0.15272235870361328,-0.012170910835266113,-0.06626615673303604,0.1615806221961975,0.03243936598300934,-0.005874549970030785,-0.0027324282564222813,0.022353608161211014,0.28239452838897705,-0.18576130270957947,-0.03810698539018631,0.15685048699378967,-0.1228397935628891,0.06527706980705261,-0.09586161375045776,0.010342292487621307,0.13508713245391846,0.4444330334663391,-0.10671202093362808,-0.24424877762794495,-0.20152875781059265
