,source_id,target_id,pair_id,label,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9
0,http://data.doremus.org/expression/05564c4f-b925-31e0-87b7-487f12b49e38,http://data.doremus.org/expression/c9e59cb2-e638-32a8-9cdc-4cf24e27c0df,http://data.doremus.org/expression/05564c4f-b925-31e0-87b7-487f12b49e38-http://data.doremus.org/expression/c9e59cb2-e638-32a8-9cdc-4cf24e27c0df,True,0.02078576758503914,-0.22400662302970886,0.16068601608276367,-0.04329302906990051,0.04075184091925621,0.1428704857826233,0.357473760843277,0.21047578752040863,-0.2163762003183365,0.08253954350948334
1,http://data.doremus.org/expression/2a82276a-85bc-3bc4-88f6-d7deed0ceccc,http://data.doremus.org/expression/4b1ff8d4-4bee-3689-9525-2a6992f52045,http://data.doremus.org/expression/2a82276a-85bc-3bc4-88f6-d7deed0ceccc-http://data.doremus.org/expression/4b1ff8d4-4bee-3689-9525-2a6992f52045,True,0.04344797134399414,-0.03827201947569847,0.3039277195930481,0.04241624101996422,0.17972128093242645,0.12067386507987976,0.4910741448402405,0.2300509810447693,-0.33264315128326416,-0.09722296893596649
2,http://data.doremus.org/expression/c3e444f2-a1a8-358d-8b89-eea0a9844acb,http://data.doremus.org/expression/ae4de003-28b6-38dc-a5b1-fb545f2ab8ef,http://data.doremus.org/expression/c3e444f2-a1a8-358d-8b89-eea0a9844acb-http://data.doremus.org/expression/ae4de003-28b6-38dc-a5b1-fb545f2ab8ef,True,0.008911654353141785,-0.2757400870323181,0.18250402808189392,0.05928192287683487,0.11546584218740463,0.05688663572072983,0.46691885590553284,0.3494064211845398,-0.3726440966129303,0.08874718844890594
3,http://data.doremus.org/expression/6910c5e3-6b44-328e-9ba8-cbb05d312e95,http://data.doremus.org/expression/27e7d254-ae3c-3787-8a43-bd7e3e67d331,http://data.doremus.org/expression/6910c5e3-6b44-328e-9ba8-cbb05d312e95-http://data.doremus.org/expression/27e7d254-ae3c-3787-8a43-bd7e3e67d331,True,0.0719594731926918,-0.11654707044363022,0.22732774913311005,0.08920697122812271,0.007679611444473267,0.051757052540779114,0.36477869749069214,0.14434519410133362,-0.33368629217147827,-0.0025881119072437286
4,http://data.doremus.org/expression/573e3a7d-a771-3455-81d6-e86cff8b3ce8,http://data.doremus.org/expression/f01ca101-8f9f-39f3-a8b9-1eb2c2e881a5,http://data.doremus.org/expression/573e3a7d-a771-3455-81d6-e86cff8b3ce8-http://data.doremus.org/expression/f01ca101-8f9f-39f3-a8b9-1eb2c2e881a5,True,-0.012804314494132996,-0.16388916969299316,0.1356440633535385,-0.04231845960021019,-0.019676465541124344,-0.1520763784646988,0.5550066828727722,0.30886387825012207,-0.4509638547897339,0.1264778971672058
5,http://data.doremus.org/expression/9c7c8cf1-cdf7-306e-b2ec-d2d6670dda83,http://data.doremus.org/expression/f55c828b-7e28-3e32-8004-51e4844ac58a,http://data.doremus.org/expression/9c7c8cf1-cdf7-306e-b2ec-d2d6670dda83-http://data.doremus.org/expression/f55c828b-7e28-3e32-8004-51e4844ac58a,True,-0.04294474050402641,0.020550953224301338,0.22050093114376068,-0.021524578332901,0.012569806538522243,0.07333535701036453,0.32127076387405396,0.27452197670936584,-0.5079571604728699,-0.053255435079336166
6,http://data.doremus.org/expression/69ec6f7d-ae29-334b-8991-6b3ccab7c672,http://data.doremus.org/expression/77caa733-60de-30b9-b615-8405293cfee1,http://data.doremus.org/expression/69ec6f7d-ae29-334b-8991-6b3ccab7c672-http://data.doremus.org/expression/77caa733-60de-30b9-b615-8405293cfee1,True,0.1074964851140976,-0.24537739157676697,0.26397082209587097,-0.02691180445253849,0.030862171202898026,0.10032365471124649,0.4547029733657837,0.09506130963563919,-0.4870317876338959,-0.039299916476011276
7,http://data.doremus.org/expression/a63ec5ae-e04a-3590-85a7-97e375fa4e19,http://data.doremus.org/expression/e326d2f4-afbb-3d9c-bb8a-d30d7476a2a6,http://data.doremus.org/expression/a63ec5ae-e04a-3590-85a7-97e375fa4e19-http://data.doremus.org/expression/e326d2f4-afbb-3d9c-bb8a-d30d7476a2a6,True,-0.0581996813416481,-0.23977182805538177,0.19999480247497559,-0.014931958168745041,-0.12918151915073395,-0.0025361105799674988,0.44073057174682617,0.21720829606056213,-0.3946743607521057,-0.09800980240106583
8,http://data.doremus.org/expression/07df9c39-53d0-32e5-a14e-51035a07e246,http://data.doremus.org/expression/71216dd0-2eda-35d6-9ab9-9e18cb91d998,http://data.doremus.org/expression/07df9c39-53d0-32e5-a14e-51035a07e246-http://data.doremus.org/expression/71216dd0-2eda-35d6-9ab9-9e18cb91d998,True,-0.07053056359291077,-0.04728618636727333,0.16389970481395721,0.10478370636701584,0.008058847859501839,0.03002012148499489,0.3442555069923401,0.32228749990463257,-0.380855917930603,-0.037132278084754944
9,http://data.doremus.org/expression/9e6b9e45-77af-3802-8265-b117ded833be,http://data.doremus.org/expression/fff342e8-32ff-31bf-a258-ba0db7b078e5,http://data.doremus.org/expression/9e6b9e45-77af-3802-8265-b117ded833be-http://data.doremus.org/expression/fff342e8-32ff-31bf-a258-ba0db7b078e5,True,0.026650507003068924,-0.21457934379577637,0.29734504222869873,-0.028255626559257507,-0.126542866230011,0.018804095685482025,0.3493781089782715,0.09355709701776505,-0.448883593082428,-0.13022977113723755
