,source_id,target_id,pair_id,label,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,feature_19,feature_20,feature_21,feature_22,feature_23,feature_24,feature_25,feature_26,feature_27,feature_28,feature_29
0,http://mouse.owl#MA_0002478,http://human.owl#NCI_C12999,http://mouse.owl#MA_0002478-http://human.owl#NCI_C12999,True,-0.07144417,-0.043123133,0.043501027,-0.06530674,0.07993239,-0.0014105104,0.07891729,0.044829138,-0.0331136,0.033872742,-0.0072946763,0.031025372,-0.06527538,-0.07547704,0.0021042144,-0.0031290539,0.07038981,0.011559613,-0.07643919,0.059311233,-0.021101218,-0.007690923,-0.031133462,0.11982385,-0.023837058,0.002985714,0.056050442,0.050601378,-0.012890542,0.07704855
1,http://mouse.owl#MA_0002359,http://human.owl#NCI_C33421,http://mouse.owl#MA_0002359-http://human.owl#NCI_C33421,True,-0.020188062,0.016199907,0.04408475,-0.00019491371,-0.014330823,-0.036024764,0.00013914052,0.01464287,-0.052093983,-0.021236334,-0.004568836,-0.0012003537,-0.06440787,-0.01733713,0.04778818,0.044031486,0.03991216,0.012231988,-0.03445723,0.075421184,-0.04103092,-0.06642048,0.04039577,0.01499745,-0.015462022,0.04218606,0.05709641,-0.038646735,-0.009536435,0.024103533
2,http://mouse.owl#MA_0001695,http://human.owl#NCI_C48940,http://mouse.owl#MA_0001695-http://human.owl#NCI_C48940,True,-0.013957817,-0.0029782634,0.033542834,-0.04099002,-0.0033840938,0.050186753,0.10523964,0.042264722,-0.037612136,-0.029131372,-0.04011815,0.009405653,-0.034624822,-0.07941675,0.09129547,-0.048463628,0.030008951,0.06697127,-0.033690616,0.0515619,-0.0030251555,0.008805005,0.03513426,0.026696995,-0.032784235,0.004287841,0.047154397,-0.047339104,-0.060847715,0.051726334
3,http://mouse.owl#MA_0000995,http://human.owl#NCI_C49141,http://mouse.owl#MA_0000995-http://human.owl#NCI_C49141,True,-0.013930839,-0.044067264,0.032803476,-0.0783959,0.02648104,0.007286115,0.0006981222,0.057866096,-0.054231025,0.0397591,-0.034617633,0.03314116,-0.03264316,-0.065591745,0.021249657,-0.0016944874,0.09067622,0.09139856,0.007037529,0.05610492,0.0044750646,-0.007867508,-0.007390521,0.06952977,-0.02114623,0.028428905,0.029442115,0.05004513,-0.059364572,0.02993415
4,http://mouse.owl#MA_0001050,http://human.owl#NCI_C12835,http://mouse.owl#MA_0001050-http://human.owl#NCI_C12835,True,-0.04957265,0.0004787203,0.106902115,-0.070957564,0.04373202,-0.009689948,0.014395514,0.057431005,-0.069960006,0.0022300147,0.0081718,0.064408004,-0.07352868,-0.08694766,0.016834566,-0.022570705,0.0648412,0.06680128,0.0039524334,0.013634221,0.01970941,-0.04186432,0.043738946,0.09800413,0.059276983,0.059390724,0.0069606304,0.019637175,0.015225483,0.044933748
5,http://mouse.owl#MA_0002128,http://human.owl#NCI_C32665,http://mouse.owl#MA_0002128-http://human.owl#NCI_C32665,True,0.009029672,-0.015323017,0.014965924,-0.018326622,0.04423511,-0.0061379783,0.04842719,0.03317102,-0.040923603,0.04512801,-0.003073547,0.036813885,-0.02092448,-0.0529696,0.01484341,-0.030144727,0.037360284,-0.011161416,-0.01040215,0.002187023,0.035404406,-0.0005539041,0.024906497,0.04146324,-0.053030588,-0.02109323,0.093008846,-0.03236776,0.006868434,0.038527247
6,http://mouse.owl#MA_0001030,http://human.owl#NCI_C33402,http://mouse.owl#MA_0001030-http://human.owl#NCI_C33402,True,-0.05021926,0.0049688937,0.110395074,-0.12103488,0.020512095,-0.007366165,0.059745435,0.034655638,-0.07200517,0.011505718,-0.0056723133,0.088049226,-0.101348676,-0.17021875,0.06673015,-0.029110169,0.07916033,0.08697568,-0.03234943,0.07376316,-0.03910826,-0.019894596,0.02231571,0.08126477,0.038199835,0.052351687,0.11986932,-0.008897027,-0.072558045,0.014351162
7,http://mouse.owl#MA_0001094,http://human.owl#NCI_C12732,http://mouse.owl#MA_0001094-http://human.owl#NCI_C12732,True,-0.011999964,-0.030540247,0.005623916,-0.07835841,0.0064854315,-0.010801154,0.011644427,-0.019680446,-0.016458362,-0.018535957,-0.024042372,0.026986755,0.004911961,-0.031627268,0.019419935,0.017147813,0.041500013,0.033571817,0.01191776,0.071257494,0.018147498,-0.026558917,0.0028298702,0.00983871,-0.005169498,0.04165604,-0.011256436,-0.0030908883,-0.021715857,0.0022395365
8,http://mouse.owl#MA_0001858,http://human.owl#NCI_C49305,http://mouse.owl#MA_0001858-http://human.owl#NCI_C49305,True,-0.0084904395,-0.025833761,0.045374498,-0.025399229,0.048514105,-0.0036356952,0.060593076,0.0014274963,0.015949722,0.016251978,-0.01618646,0.06243322,-0.04481796,-0.0701565,0.011972016,0.03481233,0.01867712,0.034779176,-0.036805898,0.044916186,0.019705588,-0.017154222,0.0045029167,0.053034317,0.019834317,0.040602744,0.04381723,-0.017535383,-0.0044859173,0.056055594
9,http://mouse.owl#MA_0002373,http://human.owl#NCI_C52991,http://mouse.owl#MA_0002373-http://human.owl#NCI_C52991,True,-0.019982032,0.016427893,0.014838908,-0.030364783,-0.033549838,0.005880695,0.03166225,0.0071498323,-0.0018119272,0.014622502,-0.023059795,0.073687956,-0.035103258,-0.07948526,0.05133021,-0.0062913457,-0.0343925,0.06069727,-0.011400285,-0.011476111,0.04586833,-0.014608966,0.013395997,0.022775484,0.028953582,-0.0067389375,0.030970339,0.05496248,-0.030122258,0.03602302
