,source_id,target_id,pair_id,label,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9
140,http://mouse.owl#MA_0002185,http://human.owl#NCI_C53057,http://mouse.owl#MA_0002185-http://human.owl#NCI_C53057,True,0.03554472327232361,-0.046682655811309814,0.014831431210041046,-0.05827520042657852,-0.027413925155997276,-0.028994552791118622,0.034159958362579346,0.10985647886991501,-0.11218656599521637,-0.12860532104969025
1100,http://mouse.owl#MA_0002090,http://human.owl#NCI_C33349,http://mouse.owl#MA_0002090-http://human.owl#NCI_C33349,True,0.18242822587490082,-0.05471417307853699,0.03391489014029503,-0.019116954877972603,-0.010018713772296906,0.04331928491592407,0.005697503685951233,0.09550014138221741,-0.08630835264921188,0.030484851449728012
1005,http://mouse.owl#MA_0000428,http://human.owl#NCI_C33022,http://mouse.owl#MA_0000428-http://human.owl#NCI_C33022,True,-0.09454664587974548,-0.05543595552444458,0.08140550553798676,0.11784254014492035,0.08729546517133713,-0.04034232720732689,0.015495125204324722,0.09310412406921387,-0.3549366891384125,-0.10624846816062927
660,http://mouse.owl#MA_0001951,http://human.owl#NCI_C12715,http://mouse.owl#MA_0001951-http://human.owl#NCI_C12715,True,0.10552738606929779,-0.03483927249908447,-0.11999848484992981,-0.12047621607780457,0.09700439870357513,0.012885160744190216,-0.022458989173173904,0.18550066649913788,-0.12420280277729034,0.042518530040979385
1201,http://mouse.owl#MA_0001681,http://human.owl#NCI_C49276,http://mouse.owl#MA_0001681-http://human.owl#NCI_C49276,True,0.07168325036764145,0.23559235036373138,0.04996415227651596,-0.07253265380859375,0.18090297281742096,0.02186894789338112,-0.03967069834470749,0.1707598716020584,-0.1011887639760971,-0.12452715635299683
932,http://mouse.owl#MA_0001949,http://human.owl#NCI_C52855,http://mouse.owl#MA_0001949-http://human.owl#NCI_C52855,True,0.08926350623369217,0.07118138670921326,0.05685793235898018,-0.04107053205370903,-0.038338445127010345,0.06266830861568451,0.19591033458709717,0.08117689192295074,-0.03422471880912781,-0.010708797723054886
1074,http://mouse.owl#MA_0001966,http://human.owl#NCI_C52743,http://mouse.owl#MA_0001966-http://human.owl#NCI_C52743,True,0.03279910981655121,0.03782718628644943,-0.12839245796203613,-0.0002872161567211151,0.19412240386009216,0.01574425771832466,-0.1589328944683075,0.05998746305704117,-0.17387822270393372,0.13784551620483398
532,http://mouse.owl#MA_0000067,http://human.owl#NCI_C12814,http://mouse.owl#MA_0000067-http://human.owl#NCI_C12814,True,0.7723821997642517,0.22028134763240814,0.19097205996513367,-0.1396537721157074,0.5565630197525024,0.12186037003993988,0.5606599450111389,1.3462846279144287,-1.6395339965820312,-0.2850687801837921
199,http://mouse.owl#MA_0000309,http://human.owl#NCI_C12933,http://mouse.owl#MA_0000309-http://human.owl#NCI_C12933,True,0.26997682452201843,0.15458646416664124,0.18549606204032898,0.09908689558506012,0.006734319031238556,0.10112529247999191,0.09891713410615921,0.43512654304504395,-0.6171879768371582,-0.08160790801048279
904,http://mouse.owl#MA_0001658,http://human.owl#NCI_C32522,http://mouse.owl#MA_0001658-http://human.owl#NCI_C32522,True,-0.07927113771438599,0.15592706203460693,0.01423620991408825,0.03589972108602524,0.11886340379714966,-0.03568084165453911,0.025646191090345383,-0.07494264841079712,-0.1266721487045288,-0.12253107130527496
1227,http://mouse.owl#MA_0000110,http://human.owl#NCI_C49571,http://mouse.owl#MA_0000110-http://human.owl#NCI_C49571,True,0.007886219769716263,-0.04615193232893944,-0.009548954665660858,0.06809442490339279,0.0034786537289619446,-0.15813148021697998,0.08469857275485992,0.10479657351970673,-0.21322685480117798,-0.16283655166625977
1426,http://mouse.owl#MA_0001930,http://human.owl#NCI_C32836,http://mouse.owl#MA_0001930-http://human.owl#NCI_C32836,True,-0.12452413141727448,0.0059665292501449585,-0.0023652836680412292,-0.0502612479031086,0.07121190428733826,0.13126340508460999,-0.1034051775932312,-0.04238930344581604,-0.14422447979450226,-0.0039022229611873627
528,http://mouse.owl#MA_0001855,http://human.owl#NCI_C49303,http://mouse.owl#MA_0001855-http://human.owl#NCI_C49303,True,0.0066161323338747025,0.11659502238035202,0.02285909652709961,-0.17824576795101166,-0.028821563348174095,0.0007196590304374695,0.14001604914665222,0.08445581793785095,-0.08213755488395691,0.025454295799136162
1251,http://mouse.owl#MA_0001348,http://human.owl#NCI_C32250,http://mouse.owl#MA_0001348-http://human.owl#NCI_C32250,True,0.1326764076948166,0.13056275248527527,0.003252483904361725,-0.03841054439544678,0.011291228234767914,-0.09725034981966019,-0.03302384167909622,0.041963860392570496,-0.23426471650600433,-0.08384709805250168
